Authors,Title,Year,Cited by,Link,Abstract,Author Keywords,Index Keywords
"Valdmanis G., Bazbauers G.",Influence of wind power production on electricity market price,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088938206&doi=10.2478%2frtuect-2020-0029&partnerID=40&md5=24fa23c9bc87abee7b4494dba155a58a,"The study looks for a correlation between the share of wind power and electricity wholesale prices in the selected regions of the Nordic Baltic power market ""Nord Pool Spot"". The aim is to see if and how strong an impact of wind power production has on power market prices. This information would help to perform long-term energy system analysis considering growing wind energy penetration. The actual hourly wind production and power consumption data as well as electricity prices from the year 2019 were used in the analysis. Results of the study revealed that in the analysed dataset there is no correlation between the share of wind power and the power prices, i.e. R-squared value is 0.003 for the Baltic region and 0.0064 for both trading areas of Denmark. In contrast, the R-squared value was almost 0.6 for a positive correlation between power demand and prices. The results mean that expected loss of interest to invest due to falling power prices, as a share of renewable power increases, should be examined more carefully and may not fulfil forecasts of policy makers and industry experts. © 2020 Gunars Valdmanis et al., published by Sciendo 2020.",Electricity market; electricity prices; renewable energy sources; wind power,alternative energy; electricity supply; energy market; energy use; price dynamics; wind power; Denmark
"Gupta S., Chakrabarti D., Roy H.",Electricity prices determinants: India’s perspective,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083323846&doi=10.1504%2fIJBEX.2020.106436&partnerID=40&md5=724f09b5c4c8fb7340293b6640562fee,"A robust trading system is vital to promote competition in the Indian electricity market. In India, the exchange trading market is still at an incipient stage, despite being the best option for innovation, due to the presence of high volatility huge losses are incurred by the power market participants such as power generators and distribution companies. Hence, a descriptive research was conducted to identify the major factors leading to the periods of spikes and jumps in the Indian energy exchange’s day-ahead market (DAM) prices of all the regions (north, south, east, west and north east) from August 2008 until June 2017. It was found that the major factors affecting DAMs prices are regulatory, weather, fuel supply, transmission congestion; power plant outages/new plants operational, frequency and reservoir levels. This study will encourage the stakeholders to further model and forecast prices devising profit maximisation techniques thereon. Copyright © 2020 Inderscience Enterprises Ltd.",DAM; Day-ahead market; Determinants; Electricity price; IEX; India; Indian energy exchange; Volatility,
"Dagoumas A., Koltsaklis N.",Zonal pricing in Kazakhstan power system with a unit commitment model,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082073553&doi=10.32479%2fijeep.9022&partnerID=40&md5=9234ffcf5a2979e79af4dc99c0077b31,"Developing economies are in process of liberalizing their electricity markets, following similar process in developed economics. This process aims at establishing liquid energy exchanges that provide clear price signals, providing indications on the profitability of different operations: Production, retail, trading in interconnections. This paper aims at developing a unit commitment model for examining zonal market pricing in Kazakhstan. The latter has an extensive landscape but sparsely populated, while is also characterized by the high availability of domestic fossil fuels, but located in different sub-regions of the country. The provision of zonal price signals in such a power system in invaluable, as it enables the provision of clear price signals on the needed infrastructure and the estimation of the zonal hourly energy and technology mix. Moreover, in enables the formation of dynamic bidding strategies by market participants in cases with favourable conditions, such as the implementation of scarcity pricing. This paper presents a unit commitment model that used to assess different bidding strategies and to provide zonal price signals. The strategies are formed, depending on the technology type and fuel prices comparison. Results provide clear signals on needed infrastructure among zones in Kazakhstan. It also shows that dynamic biding can lead to market coupling. Finally, it indicates the importance of institutional capability to monitor bidding strategies, eliminating speculation. © 2020, Econjournals. All rights reserved.",Electricity Markets; Kazakhstan; Unit Commitment Model,
"Guerini A., Marziali A., De Nicolao G.",MCMC calibration of spot-prices models in electricity markets,2020,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068536817&doi=10.1002%2fasmb.2471&partnerID=40&md5=344024b16388b327c3a0490d9674c65b,"The calibration of some stochastic differential equation used to model spot prices in electricity markets is investigated. As an alternative to relying on standard likelihood maximization, the adoption of a fully Bayesian paradigm is explored, that relies on Markov chain Monte Carlo (MCMC) stochastic simulation and provides the posterior distributions of the model parameters. The proposed method is applied to one- and two-factor stochastic models, using both simulated and real data. The results demonstrate good agreement between the maximum likelihood and MCMC point estimates. The latter approach, however, provides a more complete characterization of the model uncertainty, an information that can be exploited to obtain a more realistic assessment of the forecasting error. In order to further validate the MCMC approach, the posterior distribution of the Italian electricity price volatility is explored for different maturities and compared with the corresponding maximum likelihood estimates. © 2019 John Wiley & Sons, Ltd.",electricity markets; Markov Chain Monte Carlo; mean-reverting commodity price; multifactor model; stochastic differential equations; volatility,Calibration; Commerce; Costs; Differential equations; Markov processes; Maximum likelihood estimation; Monte Carlo methods; Power markets; Stochastic systems; Uncertainty analysis; Commodity prices; Markov Chain Monte-Carlo; Multifactor models; Stochastic differential equations; volatility; Stochastic models
"Rendon J.J.G., Giraldo M.C., Ceballos H.V.",Retailer Electricity Market Price in Colombia,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082485510&doi=10.1109%2fFISECIGRE48012.2019.8984955&partnerID=40&md5=e0506a24f2b41720c4aba7f114d03df6,"We analyze the main determinants of end user retail price according to characteristic of the Colombian electricity market, considering some key variables that determine the end user retail price. From the industrial organization approach, and using a panel data model, we analyze the influence of the vertical integration of the companies that participate in the electricity market on the regulated retail tariff, we control by network restrictions and by external factors such as the El Niño phenomenon. Based on the results found in the estimates, we propose a discussion on the current structure of the Colombian electricity market and a possible solution through prepaid electricity and smart meters that can provide better energy efficiency of the demand-side. © 2019 IEEE.",Colombia; electricity retail price; industrial organization; panel data models,Electric industry; Energy efficiency; Power markets; Sales; Colombia; Current structure; External factors; Industrial organization; Key variables; Panel data models; Retail price; Vertical integration; Electric power measurement
"Feng S., Bai Y., Chen Z., Shen C., Cheng L., Bao Y.",Locational Marginal Price Model Considering Multi-Dimensional Characteristics of Generators,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084085246&doi=10.1109%2fEI247390.2019.9062151&partnerID=40&md5=461eed6c3cb3e2e47900cdc5f7565e81,"Locational marginal price (LMP) is dependent on the characteristics of the participants to a large extent. Based on Multi-Dimensional characteristics of generators, a locational marginal price modeling method is proposed in this paper. Three-dimensional characteristics of generators' bidding are extracted from the historical bidding data, including risk favor, degree of certainty, and the degree of optimism. Based on the expected value of forecasted LMP, the Three-dimensional characteristics are used to generate the forecasted bid price of individual generators, where the LMP clearing problem is solved and the forecasted LMP is obtained. © 2019 IEEE.",bidding strategy; LMP; power market,Energy management; Energy resources; Bidding data; Degree of certainty; Expected values; Locational marginal prices; Multi dimensional; Three-dimensional characteristics; Location
"Feng S., Bai Y., Chen Z., Wang Z., Cheng L., Bao Y.",Bidding of Retail Electricity Market Considering Uncertainty of Forecasted Nodal Price,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084078682&doi=10.1109%2fEI247390.2019.9061771&partnerID=40&md5=6219d6100af9f21844d742e7b9673537,"In a competitive retail electricity market, the bidding strategy based on a forecasted nodal price is important for individual generators to guarantee a successful bid. However, sufficient attentions have not been given to the uncertainty of the forecasted nodal price. This paper focuses on bidding strategy of individual generators considering uncertainty of the forecasted nodal price. The probability of the forecasted nodal price is used to derive the expected benefit of individual generators, based on which the generators' self-benefit is maximized. The simulation results verify the effectiveness of the proposed method. © 2019 IEEE.",bidding strategy; power market; uncertainty,Electric generators; Electric industry; Bidding strategy; Nodal prices; Retail electricity markets; Power markets
"Huang C., Yan Z., Yun J., Xie L., Li Y.",Enhanced Real-time Electricity Price Prediction with a Novel Feature Selection Technique,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079504632&doi=10.1109%2fiSPEC48194.2019.8975186&partnerID=40&md5=78f113ed0402871806be5cd55a8d535f,"This paper addresses an important classification problem in real-time electricity markets: would the price be high or low? This question is of high interest for hedging and risk management purposes. Instead of trying to predict the exact numerical value of the prices, we propose a three-step statistical feature selection technique. This approach extracts the most significant features for the price classification models and maintains a good prediction performance with very little computational cost. The selected features are applied in four popular data-driven prediction models to classify the future price. The performance of each model is tested using real-world electricity market data. This approach sheds light on a broad class of price prediction problems in electricity markets. © 2019 IEEE.",Classification; feature selection; machine learning; price forecasting,Costs; Electric power transmission networks; Feature extraction; Forecasting; Learning systems; Power markets; Risk management; Classification models; Computational costs; Electricity prices; Prediction model; Prediction performance; Price forecasting; Selection techniques; Statistical features; Classification (of information)
"Zhou F., Page L., Perrons R.K., Zheng Z., Washington S.",Long-term forecasts for energy commodities price: What the experts think,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071646287&doi=10.1016%2fj.eneco.2019.104484&partnerID=40&md5=4c58eddee11a77065e48bd8e150310a4,"The ability to forecast energy prices in the long-term is important for a wide range of reasons, from the formulation of countries' energy and transportation policies to the defensive strategies of nations to investment decisions within the private sector. Despite the importance of these predictions, however, forecasters and market pundits face a difficult challenge when trying to forecast over the long-term. While statistical models can credibly rely on assumptions about the relationship between variables in the short-term, they are frequently less reliable in the long-term as political and technological transformations profoundly change how the economy works over time. Towards improving long-term predictions for energy commodities, this paper uses the elicitation and aggregation of experts' beliefs to put forward forecasts for crude oil and natural gas prices by incentivizing experts to tell the truth and minimising their own biases through the application of the Bayesian Truth Serum. With this approach, we generated both short-term and long-term forecasts, and used the short-term forecast to validate the quality of the experts' predictions. © 2019 Elsevier B.V.",Bayesian Truth Serum; Crude oil prices; Expert elicitation; Natural gas prices; Surprisingly popular,Costs; Crude oil; Economics; Investments; Natural gas; Bayesian; Crude oil prices; Expert elicitation; Natural gas price; Surprisingly popular; Forecasting; Bayesian analysis; commodity price; crude oil; energy market; forecasting method; natural gas; price determination
Sharimakin A.,Measuring the energy input substitution and output effects of energy price changes and the implications for the environment,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070216268&doi=10.1016%2fj.enpol.2019.110919&partnerID=40&md5=bc62aaa41ec04ac2fa8dc957e90928d8,"Previous studies of decomposition of factor inputs have limited their analysis on the estimation of substitution and output effects. However, this paper develops a two-step approach to estimate the substitution and output effects of changes in energy demand resulting from changes in prices and further examines the implications of these effects on CO2 emissions using European industrial dataset over the period 1995–2007. In our empirical estimations, instead of relying only on iSUR model like previous studies, we introduced a multilevel model, which is a more befitting model to our data. Our analysis covers industry as a whole and for different sector types. The primary results emerged from our analysis suggest a strong evidence using the multilevel model. Generally, our results show that production inputs are substitutable. We find the substitution and output effects to be negatively related to CO2 emissions, however, the substitution effects dominate. From policy perspectives, our results suggest that output adjustments may not play a significant role in reducing emissions. We find the overall effects of changes in energy demand to be moderate. Then, we argue that increment in energy taxes should be complemented by cleaner factor substitution and sustainable growth to achieve a desirable carbon reduction. © 2019 Elsevier Ltd",Carbon emissions; Decomposition effects; European industries; Substitution elasticities,Carbon dioxide; Energy management; Regression analysis; Sustainable development; Taxation; Carbon emissions; Empirical estimations; European industry; Factor substitutions; Reducing emissions; Substitution effect; Sustainable growth; Two-step approach; Industrial emissions; carbon dioxide; carbon emission; decomposition analysis; demand elasticity; energy market; energy policy; price dynamics; substitution; Europe
"Yang L., Zou B.",Research on Cross-border Electricity Price Spread Model of Nordic Power Market,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084570663&doi=10.1109%2fCIEEC47146.2019.CIEEC-2019108&partnerID=40&md5=4bfeae601ad92a31118e504c39a4c17c,"In this paper, the cross-border electricity price difference data in the Nordic power market is modeled with the standard generalized autoregressive conditional heteroscedasticity model, GJR model and Markov-switching GARCH model. These models are estimated with normal, skewed normal and skewed student-t-t distributions. Studies show that cross-border electricity price difference data is not only a spike higher than the electricity price data, data jumping is more obvious, but also volatility cluster and strongly regime-dependent. The example analysis shows that the MS-GARCH model estimated with skewed normal distribution has the better predictive performance than other models, according to evaluation index like mean squared error MSE and the mean absolute error MAE for one- and multi-step ahead forecasts. Accurate cross-border electricity price difference forecast results can enable power companies and consumers to avoid risks when auctioning in the financial transmission right market. © 2019 IEEE.",MS-GARCH model; Nordic power market; regime dependent; the cross-border electricity price difference; volatility cluster,Mean square error; Normal distribution; Electricity prices; Financial transmission right; Generalized autoregressive conditional heteroscedasticity; Mean absolute error; Mean squared error; Nordic power markets; Predictive performance; Skewed Student-t; Power markets
"Tang Y., Zou B., Zhang L.",A Novel Combined Electricity Price Forecasting Method Based on Data Driven,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084557884&doi=10.1109%2fCIEEC47146.2019.CIEEC-2019299&partnerID=40&md5=8aac73133dbeff34b02bf27b8cf6974f,"In the deregulated electricity market, accurate knowledge of electricity price tend helps maximize the profitability of the participants in the electricity market, so electricity price forecasts become extremely important. On the basis of not considering the situation of the electricity market itself and many factors affecting the electricity price, the historical load and electricity price are used as inputs to predict the electricity price from the perspective of data driven. First Lasso, random forests and Gradient Boosting the SVM and BP neural network model and LSTM six kinds of single algorithm electricity price models are construct, and then the combination model of Lasso, BP neural network and LSTM combining six algorithms and the combination model of BP neural network model combining three kinds of algorithm are constructed. The actual electricity price and load data from Queensland were used for simulation, and the simulation results shows that: Among the single algorithmic electricity price models, the LSTM model has the highest accuracy. BP neural network is suitable for combining the single algorithm electricity price model. The BP neural network model with the combination of the six algorithms has the highest accuracy. © 2019 IEEE.",BP neural network; Combination forecast Introduction; Electricity price prediction; LSTM; The SVM,Decision trees; Deregulation; Electric industry; Forecasting; Power markets; BP neural network model; BP neural networks; Combination models; Deregulated electricity market; Electricity price forecasting; Electricity price model; Electricity prices; Gradient boosting; Long short-term memory
"Wang S., Peng X.",Research and development of decision support system for electricity price prediction of power generation enterprises,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075948403&doi=10.1109%2fICSGEA.2019.00026&partnerID=40&md5=9880dc21aaae1e494184a64b4de450f3,"To meete needs of power producers in production, operation and bidding for access toe Internet under new situation, we e develope operation decision support system for power generation enterprises.e system includes cost characteristic analysis module, bidding analysis module, quotation strategy module, real-time quotation system module, real-time cost tracking module and transaction evaluation system module. Ine key electricity price forecasting module,e cost analysis algorithm based on genetic optimization algorithm and bidding strategy based on gameeory are developed.e testing results show@ate operation decision support system ofe power generation enterprises runs well ande forecast price is more accurate, which providese technical basis fore power generation company to compete one Internet and it provides strong support for future survival and development. © 2019 IEEE.",Bidding strategy; Cost; DSS; Power generation; Prediction,Artificial intelligence; Cost benefit analysis; Costs; Decision support systems; Electric power generation; Electric power transmission networks; Forecasting; Power generation; Power markets; Well testing; Bidding strategy; Characteristic analysis; Electricity price forecasting; Genetic optimization algorithm; Operation decisions; Power generation company; Power generation enterprise; Research and development; Smart power grids
"Popovska E., Gospodinov M.",Computation of time series scaling exponent for electricity prices forecasting,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073054952&doi=10.1145%2f10.1145%2f3345252.3345267&partnerID=40&md5=d263360de503566cfa2d6064e745a316,"Electricity is a product traded on the organized markets and has become a commodity having dynamic trade characteristics not typical to other market products. The dynamic of the trade parameters is due to the fact that this product is non-storable, need to have a constant balance between production and consumption as well as strong influence by external weather conditions, neighboring markets and dependence of the consumption on hourly, daily, weekly and monthly basis. The basic characteristics - market prices of the electricity have complex nature, variability and functional dependence of weather, market and system operation, supply and demand, costs of transportation in the grid, regional specifics as intensity of industry and government interventions. One of the most important characteristics is the day-ahead electricity prices, which usually are used as a reference for forecasting and risk management. The scientific research of the using of different mathematical methods and models for forecasting the dynamics of the day or weekly-ahead electricity prices is an important scientific issue. The aim of this paper is to present a scientific approach for electricity prices forecasting, via the analysis of the time series using the mathematical method of Hurst parameter, called the rescaled range (R/S) method. This method is used for distinguishing completely random time series from correlated time series in process of modeling and forecasting of day-ahead electricity market. The mathematical analysis is based on the information from the Bulgarian day-ahead electricity market. © 2019 Copyright Association for Computing Machinery.",Day-ahead market; Electricity market; Electricity price forecasting; Hurst analysis; Multi-scaling,Commerce; Costs; Electric industry; Forecasting; Risk management; Time series; Time series analysis; Day ahead market; Day-ahead electricity market; Electricity price forecasting; Electricity prices forecasting; Hurst analysis; Modeling and forecasting; Multiscaling; Production and consumption; Power markets
"Chakraborty S.V., Shukla S.K.",Predictive modeling of electricity trading prices and the impact of increasing solar energy penetration,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072324895&doi=10.1109%2fPTC.2019.8810536&partnerID=40&md5=da13d44a4d1c4cf9d08d7afc5c813efd,"With the rapid growth world-wide in renewable energy sources, especially wind and solar, and given the weather-dependent nature of these sources, we can expect the weather to exert an increasingly stronger and complex influence on the supply-demand balance of electricity and consequently on the electricity price. Here, we have studied that influence by constructing predictive models of electricity price and daily returns at two major wholesale electricity trading hubs in the US. We have made extensive use of machine learning techniques. The key innovations from this study are (1) identification of Neural Network Multilayer Perceptrons and Support Vector Machines as being the most effective models for predicting next-day electricity price and returns respectively, and (2) discovery of a shift in the long-established trend as we found that solar irradiance takes over temperature as the dominant weather-related variable to influence electricity price as solar penetration grows in a region. © 2019 IEEE.",Data science; Energy markets; Machine learning; Predictive models; Solar energy,Commerce; Costs; Data Science; Learning systems; Machine learning; Multilayer neural networks; Solar energy; Support vector machines; Electricity trading; Energy markets; Machine learning techniques; Predictive modeling; Predictive models; Renewable energy source; Supply-demand balances; Wholesale electricity; Power markets
"Goncalves C., Ribeiro M., Viana J., Fernandes R., Villar J., Bessa R., Correia G., Sousa J., Mendes V., Nunes A.C.",Explanatory and causal analysis of the MIBEL electricity market spot price,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072305782&doi=10.1109%2fPTC.2019.8810763&partnerID=40&md5=e326617f92261530557a5c64b7580847,"This paper analyzes the electricity prices of the MIBEL electricity spot market with respect to a set of possible explanatory variables. Understanding the main drivers of the electricity price is a key aspect in understanding price formation and in developing forecasting models, which are essential for the selling and buying strategies of market agents. For this analysis, different techniques have been applied in this work, including standard and lasso regression models, causal analysis based on Bayesian networks and classification trees. Results from the different approaches are coherent and show strong dependency of the electricity prices with the Portuguese imported coal for lower non-dispatchable net demands, which has been progressively replaced by gas for larger non-dispatchable net demands. Hydro reservoirs and hydro production are also main explanatory variables of the electricity price for all non-dispatchable net demand levels. © 2019 IEEE.",Causal models; Classification trees; Explanatory models; Lasso regression; MIBEL electricity price,Bayesian networks; Commerce; Costs; Electric load dispatching; Regression analysis; Causal analysis; Causal model; Classification trees; Electricity prices; Electricity spot market; Explanatory variables; Forecasting models; Lasso regressions; Power markets
"Xuan P., Zhu J., Zou J., Xie P.",Research on the Electricity Market Clearing Model and Price Fluctuation with Wind Power,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074953273&doi=10.1109%2fISGT-Asia.2019.8881806&partnerID=40&md5=4007100f2ecf1ef7eb57ef1c25f02c3f,"The output of wind power is random and uncertain. As the proportion of wind power participating in the electricity market increases, it will have a great impact on the electricity price and the profit of traditional generators. Generating the scenarios of wind power by Monte Carlo method, this paper establishes unit commitment model and economic dispatch model of electricity spot market with wind power. Based on the actual operation data of a provincial electricity market, the changes of nodal price under different wind power penetration rates and different prediction accuracy of wind power are calculated. The influencing factors of electricity price fluctuation are studied, and the impact of wind power on the profit of traditional generators is analyzed. © 2019 IEEE.",economic dispatch model; nodal price; unit commitment model; wind power,Commerce; Electric generators; Electric industry; Electric power transmission networks; Monte Carlo methods; Power markets; Profitability; Scheduling; Smart power grids; Wind power; Economic Dispatch; Electricity price fluctuation; Electricity prices; Electricity spot market; Nodal prices; Prediction accuracy; Unit-commitment; Wind power penetration; Electric load dispatching
"Daveloose C., Khedher A., Vanmaele M.",Representations for conditional expectations and applications to pricing and hedging of financial products in Lévy and jump-diffusion setting,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064914581&doi=10.1080%2f07362994.2018.1561306&partnerID=40&md5=a77cfaaf10735e69a8fa6fcaafd5519d,"In this article, we derive expressions for conditional expectations in terms of regular expectations without conditioning but involving some weights. For this purpose, we apply two approaches: the conditional density method and the Malliavin method. We use these expressions for the numerical estimation of the price of American options and their deltas in a Lévy and jump-diffusion setting. Several examples of applications to financial and energy markets are given including numerical examples. © 2019, © 2019 Taylor & Francis Group, LLC.",American option; conditional density method; Conditional expectation; Lévy processes; Malliavin calculus; Monte Carlo methods; Pricing; reduction of variance,
"Mahesh Ramachandran E., Vijaya Chandrakala K.R.M.",Dynamic Pricing Based Optimal Power Mix of Grid Connected Micro Grid Using Energy Management System,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078999197&doi=10.1109%2fi-PACT44901.2019.8960088&partnerID=40&md5=d268db2cb83103607748b4bfde3377dc,"This paper proposes a control algorithm for an efficient Energy Management System (EMS) meeting towards minimizing the operating cost of the micro grid in grid connected mode. The microgrid system consists of distributed energy sources mainly renewable energy sources, photovoltaic (PV), Wind Turbine (WT), and Battery Energy Storage (BES) which is lithium-ion battery system is considered as power mix in the analysis. The convex optimization technique is used to determine the optimal scheduling of the microgrid system. To the EMS system, the forecasted wind power, solar power and the electricity market price i.e. time of demand price is given as input parameters. The convex optimization techniques helps to control and provide the day ahead scheduling of power production from each renewable sources, charging and discharging time of the battery storage system. The work tries to show the importance of an energy management system for a dynamic power market from an economic point of view. © 2019 IEEE.",Battery energy storage (BES); Energy Management System (EMS); Microgrid; Renewable Energy Sources (RES),Battery storage; Commerce; Convex optimization; Costs; Electric power generation; Energy efficiency; Energy management; Lithium-ion batteries; Natural resources; Power markets; Scheduling; Solar energy; Wind power; Battery energy storages (BES); Battery storage system; Convex optimization techniques; Day-ahead scheduling; Distributed energy sources; Grid-connected modes; Micro grid; Renewable energy source; Energy management systems
"Yadav A., Sahay A., Yadav M.R., Bhandari S., Yadav A., Sahay K.B.",One hour Ahead Short-Term Electricity Price Forecasting Using ANN Algorithms,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062834797&doi=10.23919%2fICUE-GESD.2018.8635596&partnerID=40&md5=5777d40752518d020db32197094ee2ba,For decision making in context of newly formed electricity price market the most essential parameter is price forecasting of electricity. Without price forecasting it is very hectic for producers and consumers to figure out or plan their operation and management of price in today's competitive market. Short term price forecasting is a tool to consumer and power producer for accurate bidding techniques to enhance their net profit. In this research paper artificial intelligence (AI) is being used for forecasting. Another simulated neural system (SNS) has been utilized to register the estimated cost in Ontario power market utilizing MATLAB R14a. © 2018 Asian Institute of Technology.,Location marginal price (LMP); mean absolute error (MAE); mean absolute percentage error (MAPE); neural network (NN); One day and hourly basis lagged electricity price forecast; short-term price forecasting,Commerce; Decision making; Forecasting; Planning; Sustainable development; Electricity prices; Location marginal price; Mean absolute error; Mean absolute percentage error; Neural network (nn); Short-term price forecasting; Power markets
"Facchini A., Rubino A., Caldarelli G., Di Liddo G.",Changes to Gate Closure and its impact on wholesale electricity prices: The case of the UK,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056158389&doi=10.1016%2fj.enpol.2018.10.047&partnerID=40&md5=a2a94ffe3cb0e3d238fa68b37a5aad4e,"The electricity supply industry in the United Kingdom underwent a number of regulatory reforms since late 80's that have transformed the trading and pricing of the energy market. Herein we provide empirical evidence that the Modification Proposal P12 (Mod P12) - that took place in 7/2/2002 - moving the Gate Closure (GC) interval from 3.5 h to 1 h before real time has caused a permanent alteration in the UK spot price volatility. Using a combination of Recurrence Plot (RP) and Recurrence Quantification Analysis (RQA) we find that, after the the change in the GC time, short term price volatility significantly decreased between 2001 and 2008 while long term price volatility is not affected by CG change. Similar results are obtained by means of spectral analysis on the price series, showing a significant reduction in its variability. The results of our analysis suggest that a dynamical regime shift of the price occurred, and such shift is linked to the GC change whereby shorter GC intervals facilitate short-term forecasting on electricity demand and better reliability on the supply side. Therefore, GC closer to real time is associated to reduced price fluctuations in the wholesale market. © 2018 Elsevier Ltd",Electricicty markets; Gate Closure UK Spot prices; New Electricity Trading arrangements; Recurrence Plots,Commerce; Costs; Reliability analysis; Spectrum analysis; Speech processing; Electricity demands; New electricity trading arrangements; Recurrence plot; Recurrence quantification analysis; Short-term forecasting; Spot price; Spot price volatility; Wholesale electricity; Power markets; demand elasticity; electricity industry; electricity supply; energy policy; price dynamics; regulatory approach; United Kingdom
"Shayegan-Rad A., Zangeneh A.",Optimal contract pricing of load aggregators for direct load control in smart distribution systems,2019,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062979636&doi=10.3906%2felk-1804-150&partnerID=40&md5=ec8ca142d490d5e267a74bbd048254ed,"Distribution system operators (DSOs) are interested in demand side participation programs as an efficient and secure resource to manage electricity supply and demand. However, it is usually difficult for DSOs to aggregate demand response of large/small consumers. Thus, in some electricity markets, an entity called an aggregator is defined to aggregate the load response of consumers. In this paper a bilevel scheduling model is proposed to determine the long-term optimal contract price between the DSO and aggregator for executing direct load control in smart distribution systems. The DSO and aggregator are considered as two different agents with individual objectives in the proposed bilevel scheduling model. On the one hand, the aggregator maximizes its profit by bidding load reduction of the large consumers to the DSO by executing a direct load control (DLC) mechanism, and on the other hand, the DSO tries to minimize its overall cost to supply all consumers. The DSO has two options to follow the variation of its consumers’ demand: purchasing energy from the electricity market and executing DLC programs. The bilevel programming formulation is transferred into an equivalent single level programming problem using its Karush–Kuhn–Tucker optimality conditions. Moreover, the uncertainties of the electricity market price, demand of consumers, and generation of a wind power plant are modeled via point estimate method. Two typical case studies are implemented to demonstrate the effectiveness of the proposed scheduling model. © TÜBİTAK.",Bilevel optimization; Karush–Kuhn–Tucker; Load aggregator; Optimal contract pricing; Point estimate method,Aggregates; Commerce; Costs; Electric industry; Power markets; Scheduling; Uncertainty analysis; Wind power; Bi-level optimization; Bi-level programming; Demand side participations; Electricity supply and demands; Optimal contract; Optimality conditions; Point estimate method; Smart distribution systems; Electric load management
Drachal K.,Forecasting energy commodities prices with Bayesian model combination schemes,2018,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055587752&doi=10.1109%2fEEM.2018.8469881&partnerID=40&md5=84ec281f38d4a51d34a5db11f83648f4,"The biggest advantage of Bayesian approach is that it allows to use data-rich models in a reasonable way. The conventional approach is not suitable when the number of variables exceeds the number of observations. Bayesian formulas remain reasonable in such a case. Researchers usually deal with numerous potentially important variables in forecasting. Newly methods like Dynamic Model Averaging (DMA), Dynamic Model Selection (DMS) and Median Probability Model nicely deal with model uncertainty. The study discusses energy commodity prices development. FRED-MD large macroeconomic database is applied. Forecasting commodities prices is a hard task. Therefore, it seems interesting to check the novel methodology. It allows both explanatory variables and regression coefficients to vary in time. Thus in different periods, different factors can be treated as the important ones. © 2018 IEEE.",Data-rich models; Dynamic Model Averaging; Energy commodities,Bayesian networks; Commerce; Dynamic models; Forecasting; Power markets; Uncertainty analysis; Conventional approach; Dynamic model selections; Energy commodity; Explanatory variables; Model averaging; Model uncertainties; Probability modeling; Regression coefficient; Costs
"Abhinav R., Pindoriya N.M.",Electricity Price Forecast for Optimal Energy Management for Wind Power Producers: A Case Study in Indian Power Market,2018,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055534777&doi=10.1109%2fISGT-Asia.2018.8467870&partnerID=40&md5=72ecc53972d0338aa9d0e4c36b27792d,"Wind power producers (WPPs) in India integrated with the battery energy storage system (BESS) can be benefitted with additional revenue by participating in the short-term electricity market. Electricity price forecasting is key for devising optimal bidding strategies for WPPs as well as for efficient energy management of BESS. This paper discusses the opportunities for WPPs if they participate in wind energy trading. To understand the case, a wavelet-based neural network (WNN) has been employed for day-ahead electricity price forecasting in Indian power market. The real data from Indian Electricity Exchange (IEX) is used to evaluate the performance of the forecast model. The predicted price information would help in deviation settlement for WPP by optimal scheduling the BESS and in mitigating the voltage and frequency incursions. Further, it would bring more economic values to WPPs as well as grid operator for improving the grid reliability. © 2018 IEEE.",Battery Energy Storage System; Electricity price forecasting; Energy management; Wavelet-based neural network; Wind power producer,Battery storage; Commerce; Digital storage; Electric power transmission networks; Energy management; Grid computing; Smart power grids; Weather forecasting; Wind power; Battery energy storage system (BESS); Battery energy storage systems; Electricity exchanges; Electricity price forecasting; Electricity prices; Optimal bidding strategy; Power producer; Wavelet-based neural network; Power markets
