Authors,Title,Year,Source title,Cited by,Abstract,Author Keywords,Index Keywords,Type of method/model,Horizon,Market,Output
"Leevongwat I., Rastgoufard P.",Forecasting locational marginal pricing in deregulated power markets,2009,"2009 IEEE/PES Power Systems Conference and Exposition, PSCE 2009",7,"This investigation focuses on development of new methodologies for implementing power systems optimization for forecasting Location Marginal Prices (LMP) in deregulated electricity markets. The proposed approach uses the LMP method [1-3] to show relationships between generator bids, power system constraints, and electricity demand. The proposed approach uses Unit Commitment, Economic Dispatch, and Optimal Power Flow to perform load flow analysis that includes LMP calculation to determine price of electricity. This paper includes the main part of the investigation that addresses integration of locational marginal pricing within the traditional structure of optimization constraints including economic constraints, operational and security constraints including system real power balance, unit operating limits, transmission flow limits, interface limits, and contingency constraints. The integration of LMP and the constraints of optimization outlined in this paper may serve as a foundation for inclusion of environmental constraints, system spinning reserve constraints, and system operating reserve constraints in the future. We test the proposed algorithm to analyze a 6-bus system. The proposed method is the basis for present investigation of on-line data collection, monitoring, and price forecasting for a real-size power system. ©2009 IEEE.",Industrial power system planning; Large-scale systems; Linear programming; Market organization; Optimization methods; Power transmission economics; Pricing,Industrial power system planning; Market organization; Optimization methods; Power transmission economics; Pricing; Algorithms; Commerce; Costs; Deregulation; Dynamic programming; Economics; Electric power transmission networks; Large scale systems; Linear programming; Linearization; Power electronics; Power transmission; Structural optimization; Electric load forecasting,0,1,1,0
"Mandal P., Srivastava A.K., Negnevitsky M.",Improving performance of NN based electricity price forecasting using sensitivity analysis,2009,"2009 IEEE/PES Power Systems Conference and Exposition, PSCE 2009",3,"This paper focuses on sensitivity analysis of neural network (NN) parameters in order to improve the performance of NN based short-term electricity price forecasting. Sensitivity analysis of NN parameters include back-propagation learning set (BP-set), learning rate (η), momentum (α) and NN learning days (dNN). Presented work is an extended version of previous work done by authors to integrate NN and similar days (SD) method for predicting day-ahead electricity prices. Similar days refer to similar price days, i.e., price data obtained from historical days. Euclidean norm with weighted factors is used for the selection of similar price days. Similar days method adopts the information of the days being similar to that of the forecast day. The similar days parameters, i.e., time framework of similar days (d = 45 days) and number of selected similar price days (N = 5) are kept constant for all the simulated cases. Forecasting performance is carried out by choosing a day from each season of the year 2006 randomly, and for which, the NN parameters for the base case are considered as BP-set = 500, η = 0.8, α = 0.1 and dNN = 45 days. Sensitivity analysis has been carried out by changing the value of BP-set (500, 1000, 1500); η (0.6, 0.8, 1.0, 1.2), α (0.1, 0.2, 0.3) and dNN (15, 30, 45 and 60 days). During the sensitivity analysis, the most favorable value of BP-set is first identified followed by that of η and α, and based on which the best value of dNN is determined. Sensitivity analysis results demonstrate that the best value of mean absolute percentage error (MAPE) is obtained when BP-set = 500, η = 0.8, α = 0.1 and dNN = 60 days for winter season, whereas for spring, summer and autumn, these values are 500, 0.6, 0.1 and 45 days, respectively. Results and discussions from real-world case study based on the PJM electricity market are presented. ©2009 IEEE.",Electricity market; Neural network parameters; Price forecasting; Sensitivity analysis; Similar days,Backpropagation learning; Best value; Electricity market; Electricity price forecasting; Electricity prices; Euclidean norm; Extended versions; Forecasting performance; Improving performance; Learning rates; Mean absolute percentage error; Neural network parameters; Price forecasting; Real-world; Similar day; Similar days; Weighted factors; Winter seasons; Backpropagation; Commerce; Costs; Electric load forecasting; Electric power transmission networks; Electricity; Learning algorithms; Neural networks; Power transmission; Sensitivity analysis,"4, 5",1,1,1
"Takeuchi Y., Miyauchi H., Kita T.",Basic studies on chaotic characteristics of electric power market price,2009,IEEJ Transactions on Power and Energy,0,"Recently, deregulation and reform of electric power utilities have been progressing in many parts of the world. In Japan, partial deregulation has been started from generation sector since 1995 and partial deregulation of retail sector is executed through twice law revisions. Through the deregulation, because electric power is traded in the market and its price is always fluctuated, it is important for the electric power business to analyze and predict the price. Although the price data of the electric power market is time series data, it is not always proper to analyze by the linear model such as ARMA because the price sometimes changes suddenly. Therefore, in this paper, we apply the methods of chaotic time series analysis, one of non-linear analysis methods and investigate the chaotic characteristics of the system price of JEPX. © 2009 The Institute of Electrical Engineers of Japan.",Deterministic chaos; Electric power market price; Embedding; Fault neighborhood method; Fractal dimension; Lyapunov exponents,Deterministic chaos; Electric power market price; Embedding; Fault neighborhood method; Lyapunov exponents; Chaotic systems; Commerce; Costs; Differential equations; Electric network analysis; Electric power measurement; Electric power systems; Electricity; Fractal dimension; Lyapunov methods; Partial discharges; Time series; Time series analysis; Deregulation,0,0,1,0
"Nguyen H.T., Nabney I.T.",Energy forward price prediction with a hybrid adaptive model,2009,"IEEE/IAFE Conference on Computational Intelligence for Financial Engineering, Proceedings (CIFEr)",3,"This paper presents a forecasting technique for forward electricity/gas prices, one day ahead. This technique combines a Kalman filter (KF) and a generalised autoregressive conditional heteroschedasticity (GARCH) model (often used in financial forecasting). The GARCH model is used to compute next value of a time series. The KF updates parameters of the GARCH model when the new observation is available. This technique is applied to real data from the UK energy markets to evaluate its performance. The results show that the forecasting accuracy is improved significantly by using this hybrid model. The methodology can be also applied to forecasting market clearing prices and electricity/gas loads. © 2009 IEEE.",,Adaptive models; Auto-regressive; Financial forecasting; Forecasting accuracy; Forecasting techniques; Forward price; GARCH models; Hybrid model; Market Clearing Price; UK energy market; Artificial intelligence; Control theory; Technological forecasting; Time series; Electric load forecasting,4,1,1,1
"Yin K., Gang L.",Model of forecasting system marginal price for power market in southwestern China,2009,"Asia-Pacific Power and Energy Engineering Conference, APPEEC",0,"System marginal price (SMP) is the uniform price that reflects the short-term relationship between demands and supplies in power markets. To forecast SMP accurately, a computational model based on grey theory was proposed. The model can process irregular original data by accumulated generating operation (AGO) and get regular results. According to the regular results, a computational real-time forecasting system can be established. Test and simulation were completed by MATLAB according to the specific data of SMP from California power market. Considering the possible difference between weekend and workdays, two types of data were singled out randomly to calculate. Results show that the model can provide a great deal of flexibility for applications. The forecasting system has been applied in power market in southwestern China and it has been proved that the reliability, accuracy and real-time performance can be used as needed. © 2009 IEEE.",Forecasting; Grey theory; SMP,Accumulated generating operations; California; Computational model; Forecasting system; Grey theory; Power markets; Real time performance; Real-time forecasting; SMP; System marginal price; Term relationship; Uniform price; Commerce; Competition; MATLAB; Shape memory effect; Electric load forecasting,4,1,1,1
"Azadeh A., Ghadrei S.F., Nokhandan B.P.",One day-ahead price forecasting for electricity market of iran using combined time series and neural network model,2009,"2009 IEEE Workshop on Hybrid Intelligent Models and Applications, HIMA 2009 - Proceedings",8,"Price forecasts provide crucial information for generators. They plan bidding strategies for maximizing their own profits in the competitive electricity markets. Hence, generation companies (GENCOs) need precise price forecasting tools. This paper provides one highly accurate yet efficient tool for short term price forecasting based on combination of time series and artificial neural network methods (ANNs). First, input variables needed for neural network are determined by time series. This model relates the current price to the values of past prices. Second, neural network is used for one day a head price forecasting. Designed ANN based on feed-forward back propagation was trained and tested using year 2005 data from the electricity market of Iran. The results are tested with the extensive data sets, and good agreement is found between actual data and NN results. Results show that the proposed model forecasts prices with high accuracy for short term periods. © 2009 IEEE.",Competitive market; Neural network; Short term price forecasting; Time series analysis,Artificial Neural Network; Bidding strategy; Competitive electricity markets; Competitive market; Data sets; Day-ahead prices; Electricity market; Feed-forward back propagation; Generation companies; Input variables; Neural network model; Price forecasting; Price forecasts; Short term; Short term price forecasting; Backpropagation; Commerce; Costs; Electric load forecasting; Neural networks; Time series; Time series analysis,5,1,1,1
"Joshi L.P., Shukla S.K.",Electricity prices in day ahead energy markets,2009,Water and Energy International,0,"In deregulated power market, the market clearing price of electricity is the basic information for all market players. Therefore, the market players, i.e., the producers, the traders and the user agencies, need accurate price forecasting tools. This paper deals with a forecasting model based on time series analysis and involves seasonal auto regressive integrated moving average process. This technique is explained and verified for actual electricity price data of a typical power exchange.",Forecasting; Market clearing price; Power exchange,Auto-regressive integrated moving average; Deregulated power markets; Electricity prices; Energy markets; Forecasting models; Market Clearing Price; Market players; ON time; Power exchange; Price forecasting; Series analysis; User agencies; Commerce; Costs; Deregulation; Time series; Time series analysis; Electric load forecasting; deregulation; electricity generation; energy market; forecasting method; time series analysis,4,0,1,0
"Swamp K.S., Singhal D.",Forecasting electricity price volatility using artificial neural networks,2009,Journal of the Institution of Engineers (India): Electrical Engineering Division,0,"Forecasting electricity price is a challenging task for on-line trading and e-commerce. Forecasting the hourly market clearing prices (MCP) in daily power markets is the most essential task and basis for any decision making in order to maximize the benefits. Volatility in electricity price in deregulated open power markets and its forecasting using neural networks is presented. Artificial neural networks are found to be most suitable tool as they can map the complex interdependencies between electricity price, historical load, temperature and other factors. The basic idea behind 'neural network approach' is to use history and other estimated factors in the future to 'fit' and 'extrapolate'the prices and quantities. The structure of the neural network is a three-layer back propagation (BP) network. The price forecasting results using the neural network model show that the price of electricity in the deregulated markets can be forecasted with reasonable accuracy.",Artificial neural networks; Electricity price volatility; Forecasting; Market clearing price (MCP); Open power market; Power trading; Price forecasting,Electricity prices; Market clearing prices; Power markets; Power trading; Price forecasting; Commerce; Deregulation; Electricity; Forecasting; Neural networks; Costs,5,0,1,0
"Mandal P., Srivastava A.K., Negnevitsky M., Park J.-W.",Sensitivity analysis of neural network parameters to improve the performance of electricity price forecasting,2009,International Journal of Energy Research,11,"This paper presents a sensitivity analysis of neural network (NN) parameters to improve the performance of electricity price forecasting. The presented work is an extended version of previous works done by authors to integrate NN and similar days (SD) method for predicting electricity prices. Focus here is on sensitivity analysis of NN parameters while keeping the parameters same for SD to forecast day-ahead electricity prices in the PJM market. Sensitivity analysis of NN parameters include back-propagation learning set (BP-set), learning rate (η), momentum (α) and NN learning days (dN N). The SD parameters, i.e. time framework of SD (d = 45 days) and number of selected similar price days (N=5) are kept constant for all the simulated cases. Forecasting performance is carried out by choosing two different days from each season of the year 2006 and for which, the NN parameters for the base case are considered as BP-set=500, η=0.8, α=0.1 and dNN = 45 days. Sensitivity analysis has been carried out by changing the value of BP-set (500, 1000, 1500); η (0.6, 0.8, 1.0, 1.2), α (0.1, 0.2, 0.3) and dNN (15, 30, 45 and 60 days). The most favorable value of BP-set is first found out from the sensitivity analysis followed by that of η and α, and based on which the best value of dNN is determined. Sensitivity analysis results demonstrate that the best value of mean absolute percentage error (MAPE) is obtained when BP-set = 500, η= 0.8, α=0.1 and dNN = 60 days for winter season. For spring, summer and autumn, these values are 500, 0.6, 0.1 and 45 days, respectively. MAPE, forecast mean square error and mean absolute error of reasonably small value are obtained for the PJM data, which has correlation coefficient of determination (R2) of 0.7758 between load and electricity price. Numerical results show that forecasts generated by developed NN model based on the most favorable case are accurate and efficient. Copyright © 2008 John Wiley &amp; Sons, Ltd.",Electricity market; Neural network parameters; Price forecasting; Sensitivity analysis; Similar days,Backpropagation learning; Best value; Correlation coefficient; Electricity market; Electricity price forecasting; Electricity prices; Extended versions; Forecasting performance; Learning rates; Mean absolute error; Mean absolute percentage error; Model-based; Neural network parameters; Numerical results; Price forecasting; Similar day; Similar days; Winter seasons; Backpropagation; Commerce; Costs; Diffusers (optical); Education; Electric load forecasting; Electricity; Learning algorithms; Neural networks; Sensitivity analysis,"4, 5",0,1,0
"Aggarwal S.K., Saini L.M., Kumar A.",Day-ahead price forecasting in ontario electricity market using variable-segmented support vector machine-based model,2009,Electric Power Components and Systems,23,"In this article, the wholesale price of the Ontario electricity market has been forecasted by splitting the time series into 24 series, one for each hour of the day. Then, a one-step ahead forecast for each hour of the next day for a test period of three years has been made using the respective hour-time series and by employing a support vector machine. A detailed sensitivity analysis was performed for the selection of model parameters. Furthermore, the performance of a support vector machine model has been compared with a heuristic technique, simulation model, linear regression model, neural network model, neuro-fuzzy model, autoregressive integrated moving average model, dynamic regression model, and transfer function model. It has been shown that the proposed variable-segmented support vector machine model possessed better forecasting abilities than the other models and its performance was least affected by the volatility.",Independent electricity system operator; Learning theory; Neural network; Price forecasting; Price volatility; Support vector machine,Autoregressive integrated moving average models; Day-ahead prices; Dynamic regression models; Forecasting ability; Heuristic techniques; Independent electricity system operator; Learning theory; Linear regression models; Model parameters; Neural network model; Neuro-Fuzzy model; Ontario electricity markets; Price forecasting; Price volatility; Simulation model; Transfer function model; Whole sale prices; Computer simulation; Costs; Heuristic methods; Image retrieval; Linear regression; Neural networks; Sensitivity analysis; Support vector machines; Time series; Vectors; Electric load forecasting,"4, 5",1,1,1
"Redl C., Haas R., Huber C., Böhm B.",Price formation in electricity forward markets and the relevance of systematic forecast errors,2009,Energy Economics,65,"Since the liberalisation of the European electricity sector, forward and futures contracts have gained significant interest of market participants due to risk management reasons. For pricing of these contracts an important fact concerns the non-storability of electricity. In this case, according to economic theory, forward prices are related to the expected spot prices which are built on fundamental market expectations. In the following article the crucial impact parameters of forward electricity prices and the relationship between forward and future spot prices will be assessed by an empirical analysis of electricity prices at the European Energy Exchange and the Nord Pool Power Exchange. In fact, price formation in the considered markets is influenced by historic spot market prices yielding a biased forecasting power of long-term contracts. Although market and risk assessment measures of market participants and supply and demand shocks can partly explain the futures-spot bias inefficiencies in the analysed forward markets cannot be ruled out. © 2008 Elsevier B.V. All rights reserved.",Forward markets; Predictive power; Price formation,Competition; Costs; Economics; Electric load forecasting; Marketing; Risk analysis; Risk assessment; Risk management; Systematic errors; Assessment measures; Economic theories; Electricity prices; Electricity sectors; Empirical analysis; European energy exchanges; Forward markets; Forward prices; Futures contracts; Impact parameters; Liberalisation; Long-term contracts; Market expectations; Market participants; Power exchanges; Predictive power; Price formation; Spot markets; Spot prices; Storability; Supply and demands; Systematic forecast errors; Electric network analysis; electricity supply; empirical analysis; energy market; liberalization; price dynamics; risk assessment,4,3,1,1
"Wang R., Yao L., Li Y.","A hybrid forecasting method for day-ahead electricity price based on GM(1,1) and ARMA",2009,"2009 IEEE International Conference on Grey Systems and Intelligent Services, GSIS 2009",5,"Under deregulated environment, accurate price forecasting provides crucial information for electricity market participants to make reasonable competing strategies. With comprehensive consideration of the changing rules of the day-ahead electricity price of the United States PJM electricity market, a day-ahead electricity price forecasting method based on grey system theory and time series analysis is developed, in which the equal-dimension and new-information GM(1,1) model is firstly used to the raw data of electricity price series, and then the autoregressive moving average (ARMA) model is used to the grey residual series. The numerical example based on the historical data of the PJM market from July to September in 2007 shows that the method can reflect the characteristics of electricity price better and the forecasting accuracy can be improved virtually compared with the conventional GM(1,1) model. ©2009 IEEE.",,Commerce; Costs; Deregulation; Electric industry; Forecasting; Intelligent systems; Numerical methods; System theory; Time series analysis; Autoregressive moving average model; Deregulated environments; Electricity price forecasting; Electricity price series; Forecasting accuracy; Grey system theory; Market participants; Pjm electricity markets; Power markets,4,1,1,1
"Da L., Dongxiao N., Yuanyuan L., Guanjuan C.",Combined models for day-ahead electricity price forecasting based on improved gray correlation methodology,2009,Kybernetes,9,"Purpose: To combine the forecasting by single method using influence information fully, other than regular combined methods only focusing on historical forecasting errors. Design/methodology/approach: To combine the single methods based on the analysis of improved gray correlation, with more related information being considered to enhance the price forecasting precision, such as the trend of the prices, the historical forecasting errors, and the temporal influence factors on prices. Findings: A case of PJM market of USA shows that the proposed method has better performance than any other combined methods, and all single models as well. Research limitations/implications: The combined performance depends on the forecasting precision of single methods, and the correlation between the single methods, as well as the number of single method that to be combined. Practical implications: It is a novel idea for combined method to forecasting the time series data, such as electricity prices, electric power loads. Originality/value: The proposed method considers all the following factors: the similarity between the trends of the single forecasting, the errors of the single models and the temporal influence. © Emerald Group Publishing Limited.",Cybernetics; Electricity,Costs; Cybernetics; Electricity; Errors; Forecasting; Design/methodology/approach; Electricity price forecasting; Electricity prices; Forecasting error; Forecasting precision; Gray correlation; Price forecasting; Time-series data; Power markets,"4, 5",1,1,1
"Amjady N., Keynia F.",Day-ahead price forecasting of electricity markets by mutual information technique and cascaded neuro-evolutionary algorithm,2009,IEEE Transactions on Power Systems,186,"In a competitive electricity market, price forecasts are important for market participants. However, electricity price is a complex signal due to its nonlinearity, nonstationarity, and time variant behavior. In spite of much research in this area, more accurate and robust price forecast methods are still required. In this paper, a combination of a feature selection technique and cascaded neuro-evolutionary algorithm (CNEA) is proposed for this purpose. The feature selection method is an improved version of the mutual information (MI) technique. The CNEA is composed of cascaded forecasters where each forecaster consists of a neural network (NN) and an evolutionary algorithm (EA). An iterative search procedure is also incorporated in our solution strategy to fine-tune the adjustable parameters of both the MI technique and CNEA. The price forecast accuracy of the proposed method is evaluated by means of real data from the Pennsylvania-New Jersey-Maryland (PJM) and Spanish electricity markets. The method is also compared with some of the most recent price forecast techniques. © 2009 IEEE.",Cascaded neuro-evolutionary algorithm (CNEA); Iterative search procedure; Mutual information (MI); Price forecast,Algorithms; Costs; Electric load forecasting; Feature extraction; Forecasting; Marketing; Neural networks; Adjustable parameters; Cascaded neuro-evolutionary algorithm (CNEA); Competitive electricity markets; Complex signals; Day-ahead prices; Electricity markets; Electricity prices; Feature selection methods; Feature selections; Iterative search procedure; Market participants; Mutual information (MI); Neural-network; New jerseys; Non linearities; Non-stationarity; Price forecast; Solution strategies; Time variants; Evolutionary algorithms,5,"1, 2",1,1
"Amjady N., Hemmati M.",Day-ahead price forecasting of electricity markets by a hybrid intelligent system,2009,European Transactions on Electrical Power,59,"Price forecasting is so valuable for both producers and consumers in the new competitive electric power markets. In this paper, a new hybrid intelligent system (HIS) is proposed for day-ahead prediction of market clearing price (MCP) in the pool-based markets. MCP has a volatile and time-dependent behavior owning many outliers. Prediction of such a complex signal is a challenging task requiring a qualified forecast tool, which not only fits well to the training data, but also can predict the stochastic behavior of the unseen part of the signal. The proposed hybrid system is composed of a real-coded genetic algorithm (RCGA), cross-validation, repetitive training, and archiving techniques combined in the framework of a neural network (NN). The proposed RCGA with enhanced stochastic search capability is used for training of the NN while the cross-validation, repetitive training and archiving techniques enhances generalization capability of it. The proposed forecast strategy is examined on the different periods of the Spanish electricity market. It is shown that the method can provide more accurate results than the other price forecasting techniques such as ARIMA time series, wavelet-ARIMA, fuzzy neural network (FNN), and generalized auto-regressive conditional heteroskedastic (GARCH) methods. Copyright © 2008 John Wiley & Sons, Ltd.",Cross-validation; Hybrid intelligent system; MCP prediction; RCGA,Costs; Forecasting; Fuzzy neural networks; Genetic algorithms; Image storage tubes; Intelligent control; Intelligent systems; Marketing; Neural networks; Technological forecasting; Archiving techniques; Challenging tasks; Complex signals; Cross-validation; Electric power markets; Electricity markets; Generalization capabilities; Hybrid intelligent system; Hybrid systems; Market clearing prices; MCP prediction; Out-liers; Price forecasting; RCGA; Real-coded genetic algorithms; Repetitive trainings; Spanishs; Stochastic behaviors; Stochastic searches; Time series; Time-dependent behaviors; Training datums; Electric load forecasting,5,1,1,1
"Diongue A.K., Guégan D., Vignal B.",Forecasting electricity spot market prices with a k-factor GIGARCH process,2009,Applied Energy,53,"In this article, we investigate conditional mean and conditional variance forecasts using a dynamic model following a k-factor GIGARCH process. Particularly, we provide the analytical expression of the conditional variance of the prediction error. We apply this method to the German electricity price market for the period August 15, 2000-December 31, 2002 and we test spot prices forecasts until one-month ahead forecast. The forecasting performance of the model is compared with a SARIMA-GARCH benchmark model using the year 2003 as the out-of-sample. The proposed model outperforms clearly the benchmark model. We conclude that the k-factor GIGARCH process is a suitable tool to forecast spot prices, using the classical RMSE criteria. © 2008 Elsevier Ltd. All rights reserved.",Conditional mean; Conditional variance; Electricity prices; Forecast; GIGARCH process,Benchmarking; Commerce; Costs; Forecasting; Analytical expressions; Benchmark models; Conditional means; Conditional variance; Electricity prices; Forecasting electricity; Forecasting performance; Prediction errors; Power markets; energy market; forecasting method; prediction; price dynamics,4,2,1,1
"Zeng M., Shi L., Tian K., Zheng L.",Time-sharing based ARMA-GARCH hourly electricity price forecasting approach,2008,Proceedings of International Conference on Risk Management and Engineering Management,5,"In power market, accurate electricity price forecasting can help all market participants make optimal bidding or purchasing decisions and maximize their revenue. In recent years, much attention has been focused on the short-term electricity price forecasting. Based on the theory of ARMA-GARCH model, the paper divides the constant day series into working day series and holiday series. Then the models on them are established respectively. The results of PJM electric market show the effectiveness of the proposed methodology, which improves the accuracy of forecasting significantly and is suitable for forecasting day market clearing price and spot price and even other forecasting domains based on the time series models. © 2008 IEEE.",,Do-mains; Electric markets; Electricity price forecasting; Garch models; Market clearing prices; Market participants; Power markets; Purchasing decisions; Spot prices; Time series; Costs; Forecasting; Marketing; Risk analysis; Risk management; Electric load forecasting,4,1,1,1
"Yamashita D., Mohd Isa A., Yokoyama R., Niimura T.",Forecasting of electricity price and demand using auto-regressive neural networks,2008,IFAC Proceedings Volumes (IFAC-PapersOnline),0,"This paper proposes a forecasting technique of electricity demand and price with volatility based on neural networks. Recent deregulation and liberalization are worldwide currents in the electric industry. The price competition was introduced in a spot market, and the price volatility is concerned because the demand side is non-elastic, and electricity differs from other general commodities. The authors firstly predict an uncertain electric power demand by using the auto-regressive model of the neural networks. The neural network is a popular feed-forward three-layer model, and the input variables of the neural networks include the historical demand, temperature, weather-related discomfort index, and the day of the week. Secondly, by using the demand forecasted and the past prices, we apply the technique for forecasting the electricity price of the next day. The utility of the proposed technique was verified by using real data of the electric power wholesale spot market. Copyright © 2007 International Federation of Automatic Control All Rights Reserved.",Analysis and control in deregulated power systems; Artifical intelligence; Load forecast,A-spots; Analysis and control in deregulated power systems; Artifical intelligence; Auto regressive models; Auto-regressive; Demand-side; Electric power; Electric power demands; Electricity demands; Electricity prices; Feed-Forward; Forecasting techniques; Input variables; Load forecast; Price competition; Price volatility; Spot market; Three-layer models; Competition; Costs; Deregulation; Electric industry; Electric power measurement; Electric power transmission networks; Neural networks; Power transmission; Signal encoding; Technological forecasting; Electric load forecasting,"4, 5",1,1,1
"Zhang J., Cheng C.",Day-ahead electricity price forecasting using artificial intelligence,2008,2008 IEEE Electrical Power and Energy Conference - Energy Innovation,9,"Accurate day-ahead electricity price forecasting (DEPF) has significant meanings in deregulated electrical power market due to its profitable function for all the participants to make reasonable decisions during the market business activities. However, the DEPF with satisfactory precision is difficult to be gained because of the violent volatility of electricity price caused by many factors. In this study, a multilayer perceptron artificial neural networks model is constructed for the DEPF in spot market of Nord Pool which is one of the most successful electrical power markets in the world. The major influencing factors are chosen by statistical methods called auto correlation function (ACF) and cross correlation function (CCF), and the standard error back-propagation algorithm is improved by using self-adaptive learning rate and self-adaptive momentum coefficient algorithm to make the training process more efficient both in global optimization and time saving. The most suitable structure of the network is determined by a trial-and-error experiment minimizing MAPE and MSRE of the network and several commonly used error indicators are employed to evaluate the goodness of fit performance of the model. The case study indicates that the DEPF of the proposed model is more reasonable and accurate, comparing with that of traditional ARIMA model. © 2008 IEEE.",ARIMA; Artificial neural networks; Electricity price forecasting; Nord Pool; Self-adaptive algorithm,Adaptive algorithms; Artificial intelligence; Backpropagation; Costs; Deregulation; Electric power supplies to apparatus; Electricity; Global optimization; Lakes; Learning algorithms; Marketing; Multilayer neural networks; ARIMA; Artificial neural networks; Electricity price forecasting; Nord Pool; Self-adaptive algorithm; Electric load forecasting,5,1,1,1
"Bhanu C.V.K., Sudheer G., Radhakrishna C., Phanikanth V.",Day-ahead electricity price forecasting using wavelets and weighted nearest neighborhood,2008,"2008 Joint International Conference on Power System Technology POWERCON and IEEE Power India Conference, POWERCON 2008",4,Price forecasting has been at the center of intense studies since the introduction of competition in Electricity industry. Price forecasts are a fundamental input to an energy company's decision making and strategy development. The present approach is an attempt to forecast day-ahead electricity prices using time series of historical data. A combination of Weighted nearest neighborhood and wavelets is used to forecast the next day electricity prices. The methodology is applied to historical data pertaining to California Electricity Market. The performance of the method is discussed with Mean Absolute Percentage Error (MAPE). © 2008 IEEE.,Day-ahead electricity prices; Forecasting; Wavelets; Weighted nearest neighborhood,California; Day-ahead electricity prices; Electricity industries; Electricity markets; Electricity price forecasting; Energy companies; Historical datum; Mean absolute percentage errors; Price forecasting; Price forecasts; Strategy development; Wavelets; Weighted nearest neighborhood; Competition; Costs; Electric power transmission networks; Electricity; Power transmission; Strategic planning; Time series; Electric load forecasting,4,1,1,1
"Gong D.-S., Che J.-X., Wang J.-Z., Liang J.-Z.",Short-term electricity price forecasting based on novel SVM using artificial fish swarm algorithm under deregulated power,2008,"Proceedings - 2008 2nd International Symposium on Intelligent Information Technology Application, IITA 2008",16,"In the competition paradigm of the electric power markets, both power producers and consumers need some price prediction tools in order to plan their bidding strategies. This paper studies the problem of modeling market clearing price forecasting in deregulated markets. And electricity price forecasting with support vector machines based on artificial fish swarm algorithm is provided. Except considering market clearing price (MCP) price influential factors such as previous competitive load, making-up price, competitive generating capacity etc, the past price data have been included as attributes in input parameters. Based on these influential factors, a novel optimization support vector regression (OSVR) forecasting model is presented. The proposed algorithm is more robust and reliable as compared to traditional approach and neural networks. The effectiveness of the proposed model is demonstrated with actual data taken from the Australia Power Grid, and the actual data are compared with the presented and neural networks methods. © 2008 IEEE.",,Artificial fish swarm algorithms; Australia; Bidding strategies; Deregulated markets; Electric power markets; Electricity price forecasting; Forecasting models; Generating capacities; Influential factors; Input parameters; Market clearing prices; Power grids; Power producers; Price predictions; Support vector regressions; Support vectors; Costs; Deregulation; Electric tools; Information technology; Marketing; Neural networks; Power generation; Support vector machines; Electric load forecasting,5,1,1,1
"Aggarwal S.K., Saini L.M., Kumar A.",Price forecasting using wavelet transform and LSE based mixed model in Australian electricity market,2008,International Journal of Energy Sector Management,18,"Purpose - Price forecasting is essential for risk management in deregulated electricity markets. The purpose of this paper is to propose a hybrid technique using wavelet transform (WT) and multiple linear regression (MLR) to forecast price profile in electricity markets. Design/methodology/approach - Price series is highly volatile and non-stationary in nature. In this work, initially complete price series has been decomposed into separate 48 half-hourly series and then these series have been categorized into different segments for price forecasting. For some segments, WT based MLR has been applied and for the other segments, simple MLR model has been applied. The model is general in nature and has been implemented for one day-ahead price forecasting in National Electricity Market (NEM) of Australia. Participants can use the technique practically, since it predicts price well before submission of bids. Findings - Forecasting performance of the proposed WT and MLR based mixed model has been compared with the three other models, an analytical model, a MLR model and an artificial neural network (ANN) based model. The proposed model was found to be better. Performance evaluation for different wavelets was performed, and it has been observed that for improving forecasting accuracy using WT, Daubechies wavelet of order two gives the best performance. Originality/value - Forecasting accuracy improvement of an established technique by incorporating time domain and wavelet domain variables of the same time series into one set has been implemented in this work. The paper also attempts to explain how non-stationarity can be removed from a non-stationary time series by applying WT after appropriate statistical investigation. Moreover, real time electricity markets are highly unpredictable and yet under investigated. The model has been applied to NEM for the same reason. © Emerald Group Publishing Limited.",Australia; Correlation analysis; Demand forecasting; Electricity industry; Financial forecasting; Volatility,Backpropagation; Costs; Deregulation; Electric industry; Electricity; Forecasting; Fourier transforms; Marketing; Network performance; Neural networks; Risk analysis; Risk management; Time series; Wavelet transforms; Australia; Correlation analysis; Demand forecasting; Electricity industry; Financial forecasting; Volatility; Electric load forecasting,4,1,1,1
"Zhu J.-R., Wang X.-F., Liu J.-Y.",Least squares support vector machine model optimized by particle swarm optimization for electricity price forecasting,2008,Journal of Beijing Institute of Technology (English Edition),0,"The parameters of least squares support vector machine (LS-SVM) are optimized by using particle swarm optimization (PSO) algorithm, and a new model of electricity price forecasting is presented. In the proposed model, LS-SVM that has well generalization performance and quick operation ability is used for modeling for time series electricity price data. In order to avoid blindness and inaccuracy in the choice of the parameters of the LS-SVM, the k-fold cross-validation error is selected as the target value on which the parameters are chose based, and particle swarm optimization algorithm that has global optimization capability is used for choosing the parameters of the support vector machine. The historical data from PJM market is used in the case study to forecast the day-ahead system marginal price. The simulation research results show that the PSO algorithm can tune the parameters of the LS-SVM and the proposed model can improve the precision of electricity price forecasting effectively.",Electricity price; Forecasting method; Least squares support vector machine; Particle swarm optimization; Power market,Costs; Curve fitting; Electric load forecasting; Electricity; Evolutionary algorithms; Forecasting; Global optimization; Image retrieval; Least squares approximations; Marketing; Optimization; Research aircraft; Support vector machines; Time series; Vectors; Electricity price; Forecasting method; Least squares support vector machine; Particle swarm optimization; Power market; Particle swarm optimization (PSO),5,1,1,1
