Authors,Title,Year,Cited by,Abstract,Author Keywords,Index Keywords,Type of method/model,Horizon,Market,Output
"Zhang J., Yu C., Hou G.",Application of chaotic particle swarm optimization in the short-term electricity price forecasting,2011,,"The market-oriented reform of the electric power industry is a trend around the world, electricity price issues are the key problems in the power markets and how to price the special commodity-electricity is essential for the smooth market operation. Accurate price forecasting provides crucial information for electricity market participants to make reasonable competing strategies, which is related to the position and benefit of the market participators. So using the relative historic data in predicting the future electricity price is a very meaningful work. With comprehensive considerations of the fluctuation rules and the various influencing factors on the forming of price in the power market, a short-term electricity price forecasting method based on the time series ARMAX model was chosen in this paper. Aimed to solve the problem with traditional method of parameter identification which is easy to fall into the local least values and has low identification precision, chaotic particle swarm optimization (CPSO) algorithm was proposed in this paper. Calculation example shows that this method can reflect the law of the development of the electricity price well and improve forecasting accuracy greatly. © 2011 IEEE.",ARMAX model; Chaotic particle swarm optimization algorithm; Short-term electricity price forecasting,ARMAX model; Chaotic particle swarm optimization algorithm; Electric power industries; Electricity market; Electricity price forecasting; Electricity prices; Forecasting accuracy; Historic data; Identification precision; Influencing factor; Least value; Market operation; Power markets; Price forecasting; Short-term electricity price forecasting; Algorithms; Commerce; Costs; Electric industry; Electric load forecasting; Electricity; Forecasting; Identification (control systems); Time series; Particle swarm optimization (PSO),"4, 5",1,1,1
"Jakaša T., Andročec I., Sprčić P.",Electricity price forecasting ARIMA model approach,2011,32,Electricity price forecasting is becoming more important in everyday business of power utilities. Good forecasting models can increase effectiveness of producers and buyers playing roles in electricity market. Price is also a very important element in investment planning process. This paper presents a forecasting technique to model day-ahead spot price using well known ARIMA model to analyze and forecast time series. The model is applied to time series consisting of day-ahead electricity prices from EPEX power exchange. © 2011 IEEE.,,ARIMA models; Electricity market; Electricity price forecasting; Electricity prices; Forecast time; Forecasting models; Forecasting techniques; Investment planning; Power exchange; Power utility; Spot price; Commerce; Electric load forecasting; Electricity; Forecasting; Investments; Time series; Costs,4,1,1,1
"Mileta D., Šimić Z., Skok M.",Forecasting prices of electricity on HUPX,2011,1,"The development of new simulation techniques by using Artificial Intelligence (AI) has become an improved tool to better forecast energy prices. This paper demonstrates building and validating a short term model for Hungarian day ahead power market HUPX electricity price forecasting. This models takes into account multiple sources of information; the data set used is a table of historical hourly loads, electricity prices and other regional information's. Paper is discussing the application of intelligent systems to short term electricity prices forecasting and outlining proposed research direction. © 2011 IEEE.",,Data sets; Electricity price forecasting; Electricity prices; Energy prices; Hourly load; Hungarians; Multiple source; Power markets; Regional information; Research directions; Short term; Short-term electricity prices forecasting; Simulation technique; Commerce; Electric load forecasting; Electricity; Forecasting; Intelligent systems; Costs,5,1,1,1
"Menniti D., Scordino N., Sorrentino N.",Forecasting next-day electricity prices by a neural network approach,2011,3,"Forecasting short-term electricity market prices has been the focus of several studies in recent years. Although various approaches have been examined, achieving sufficiently low forecasting errors has not been always possible. However, certain applications, such as demand-side management, do not require exact values for future prices but utilize averages values as the basis for making short-term scheduling decisions. With the aim of enhancing the accuracy of the next-day electricity price forecasting, this paper proposes an approach to forecast the day-ahead electricity prices by means of n Artificial Neural Networks (ANNs), based on the estimation of the mean prices of n blocks of hours, with n identified according to the values of correlation factors computed on the basis of field records of the Italian electricity market. Simulation results show that forecasting next-day prices on an hourly basis induces to an error which results worse than the one made when average prices are forecasted according to groups of hours. © 2011 IEEE.",,Correlation factors; Demand side managements; Electricity market; Electricity price forecasting; Electricity prices; Field record; Forecasting error; Short-term scheduling; Simulation result; Commerce; Electric industry; Electric load forecasting; Electric utilities; Electricity; Forecasting; Neural networks; Scheduling; Costs,5,1,1,1
"Chakravarty S., Dash P.K.",Dynamic filter weights neural network model integrated with differential evolution for day-ahead price forecasting in energy market,2011,13,"In this paper a new dynamic model for forecasting electricity prices from 1 to 24 h in advance is proposed. The model is a dynamic filter weight Adaline using a sliding mode weight adaptation technique. The filter weights for this neuron constitute of first order dynamic filter with adjustable parameters. Sliding mode invariance conditions determine a least square characterization of the adaptive weights average dynamics whose stability features may be studied using standard time varying linear system results. The approach is found to exhibit robustness characteristics and first convergence properties. Comparison of results with a local linear wavelet neural network model is also presented in this paper. The hourly electricity prices of California and Spanish energy markets are taken as experimental data and the Mean Absolute Percentage Error (MAPE) and Root Mean Square Error (RMSE) are computed to find out the forecasting performance of both the models. In both the cases the MAPE and RMSE are found to be within the tolerable limits. As dynamic filter weight neural network gives better results in comparison to local linear wavelet neural network, the former has been further integrated with differential evolution algorithm to enhance the performance. © 2011 Elsevier Ltd. All rights reserved.",Differential evolution; Dynamic filter weights neuron; Energy market; Local linear wavelet neural network; Sliding mode control,ADALINE; Adaptation techniques; Adaptive weights; Adjustable parameters; California; Convergence properties; Day-ahead prices; Differential Evolution; Differential evolution algorithms; Dynamic filter; Electricity prices; Energy market; Energy markets; Experimental data; Filter weights; First order; Forecasting electricity; Forecasting performance; Invariance condition; Least Square; Local linear; Local linear wavelet neural network; Mean absolute percentage error; Neural network model; Root mean square errors; Sliding modes; Time varying linear systems; Wavelet neural network model; Wavelet neural networks; Commerce; Dynamic models; Evolutionary algorithms; Forecasting; Linear systems; Power quality; Sliding mode control; Neural networks,5,1,1,1
"Dong Y., Wang J., Jiang H., Wu J.",Short-term electricity price forecast based on the improved hybrid model,2011,60,"Half-hourly electricity price in power system are volatile, electricity price forecast is significant information which can help market managers and participants involved in electricity market to prepare their corresponding bidding strategies to maximize their benefits and utilities. However, the fluctuation of electricity price depends on the common effect of many factors and there is a very complicated random in its evolution process. Therefore, it is difficult to forecast half-hourly prices with traditional only one model for different behaviors of half-hourly prices. This paper proposes the improved forecasting model that detaches high volatility and daily seasonality for electricity price of New South Wales in Australia based on Empirical Mode Decomposition, Seasonal Adjustment and Autoregressive Integrated Moving Average. The prediction errors are analyzed and compared with the ones obtained from the traditional Seasonal Autoregressive Integrated Moving Average model. The comparisons demonstrate that the proposed model can improve the prediction accuracy noticeably. © 2011 Elsevier Ltd. All rights reserved.",Electricity price; Empirical mode decomposition; Seasonal adjustment,Australia; Auto-regressive integrated moving average; Autoregressive integrated moving average models; Bidding strategy; Electricity market; Electricity prices; Empirical Mode Decomposition; Evolution process; Forecasting models; High volatility; Hybrid model; New South Wales; Power systems; Prediction accuracy; Prediction errors; Seasonal adjustments; Seasonality; Costs; Electric load forecasting; Forecasting; Electricity,4,1,1,1
"Shafie-Khah M., Moghaddam M.P., Sheikh-El-Eslami M.K.",Price forecasting of day-ahead electricity markets using a hybrid forecast method,2011,146,"Energy price forecasting in a competitive electricity market is crucial for the market participants in planning their operations and managing their risk, and it is also the key information in the economic optimization of the electric power industry. However, price series usually have a complex behavior due to their nonlinearity, nonstationarity, and time variancy. In this paper, a novel hybrid method to forecast day-ahead electricity price is proposed. This hybrid method is based on wavelet transform, Auto-Regressive Integrated Moving Average (ARIMA) models and Radial Basis Function Neural Networks (RBFN). The wavelet transform provides a set of better-behaved constitutive series than price series for prediction. ARIMA model is used to generate a linear forecast, and then RBFN is developed as a tool for nonlinear pattern recognition to correct the estimation error in wavelet-ARIMA forecast. Particle Swarm Optimization (PSO) is used to optimize the network structure which makes the RBFN be adapted to the specified training set, reducing computation complexity and avoiding overfitting. The proposed method is examined on the electricity market of mainland Spain and the results are compared with some of the most recent price forecast methods. The results show that the proposed hybrid method could provide a considerable improvement for the forecasting accuracy. © 2010 Elsevier Ltd. All rights reserved.",Auto-Regressive Integrated Moving Average (ARIMA); Hybrid forecast method; Particle Swarm Optimization (PSO); Price forecast; Radial Basis Function Neural Networks (RBFN); Wavelet transform (WT),ARIMA models; Auto-regressive integrated moving average; Competitive electricity markets; Complex behavior; Computation complexity; Day-ahead electricity market; Economic optimization; Electric power industries; Electricity market; Electricity prices; Energy prices; Estimation errors; Forecasting accuracy; Hybrid forecast method; Hybrid method; Market participants; Network structures; Non-Linearity; Non-stationarities; Overfitting; Price forecasting; Price forecasts; Radial basis function neural networks; Radial Basis Function Neural Networks (RBFN); Training sets; Commerce; Costs; Electric industry; Electricity; Forecasting; Integration; Mathematical transformations; Neural networks; Pattern recognition; Radial basis function networks; Signal encoding; Wavelet transforms; Particle swarm optimization (PSO),"4, 5",2,1,1
"Singhal D., Swarup K.S.",Electricity price forecasting using artificial neural networks,2011,126,"Electricity price forecasting in deregulated open power markets using neural networks is presented. Forecasting electricity price is a challenging task for on-line trading and e-commerce. Bidding competition is one of the main transaction approaches after deregulation. Forecasting the hourly market-clearing prices (MCP) in daily power markets is the most essential task and basis for any decision making in order to maximize the benefits. Artificial neural networks are found to be most suitable tool as they can map the complex interdependencies between electricity price, historical load and other factors. The neural network approach is used to predict the market behaviors based on the historical prices, quantities and other information to forecast the future prices and quantities. The basic idea is to use history and other estimated factors in the future to ""fit"" and ""extrapolate"" the prices and quantities. A neural network method to forecast the market-clearing prices (MCPs) for day-ahead energy markets is developed. The structure of the neural network is a three-layer back propagation (BP) network. The price forecasting results using the neural network model shows that the electricity price in the deregulated markets is dependent strongly on the trend in load demand and clearing price. © 2010 Elsevier Ltd. All rights reserved.",Artificial neural networks; Forecasting; Market-clearing price (MCP); Open power market; Power trading; Price forecasting,Artificial Neural Network; Clearing price; Open power market; Power trading; Price forecasting; Backpropagation; Commerce; Costs; Decision making; Deregulation; Electric load forecasting; Electricity; Neural networks,5,1,1,1
Bobinaite V.,Day-ahead electricity price forecasting: Lithuanian case,2011,3,"Structural changes in electricity sector have a considerable influence on the behavior of economic agents, who exercise their activity under the new market conditions. Currently agents face new challenges, i.e. they have to find and choose such a bidding strategy the implementation of which could allow to maximize their utility. In this context a reliable forecasting methods and accurate price forecasts are of high importance. Thus, the aim of the paper is to analyze scientific literature on electricity price forecasting methods and to apply selected ones to forecast a day-ahead electricity price in Lithuania.",Day-ahead electricity price; Exponential smoothing; Forecasting methods; Seasonality; Trend,Costs; Forecasting; Electricity prices; Exponential smoothing; Forecasting methods; Seasonality; Trend; Power markets,4,1,1,1
"Azadeh A., Ghaderi S.F., Nokhandan B.P., Nassiri S.",Improved one day-ahead price forecasting using combined time series and artificial neural network models for the electricity market,2011,12,"The price forecasts embody crucial information for generators when planning bidding strategies to maximise profits. Therefore, generation companies need accurate price forecasting tools. Comparison of neural network and auto regressive integrated moving average (ARIMA) models to forecast commodity prices in pervious researches showed that the artificial neural network (ANN) forecasts were considerably more accurate than traditional ARIMA models. This paper provides an accurate and efficient tool for shortterm price forecasting based on the combination of ANN and ARIMA. Firstly, input variables for ANN are determined by time series analysis. This model relates the current prices to the values of past prices. Secondly, ANN is used for one day-ahead price forecasting. A three-layered feed-forward neural network algorithm is used for forecasting next-day electricity prices. The ANN model is then trained and tested using data from electricity market of Iran. According to pervious studies, in the case of neural networks and ARIMA models, historical demand data do not significantly improve predictions. The results show that the combined ANN-ARIMA forecasts prices with high accuracy for short-term periods. Also, it is shown that policy-making strategies would be enhanced due to increased precision and reliability. Copyright © 2011 Inderscience Enterprises Ltd.",ANN; Artificial neural network; Competitive market; Short-term price forecasting,Commerce; Costs; Electric industry; Electronic trading; Feedforward neural networks; Forecasting; Multilayer neural networks; Neural networks; Time series analysis; Artificial neural network models; Auto regressive integrated moving average models; Competitive markets; Electricity prices; Generation companies; Policy making strategies; Price forecasting; Short-term price forecasting; Power markets,"4, 5",1,1,1
"Anbazhagan S., Kumarappan N.",Day-ahead price forecasting in asia's first liberalized electricity market using artificial neural networks,2011,11,"This paper proposes a comparative model for the day-ahead electricity price forecasting that could be realized using multi-layer neural network (MLNN) with levenberg-marquardt (LM) algorithm, generalized regression neural network (GRNN) and cascade-forward neural network (CFNN). In this work applications of various models were applied to national electricity market of Singapore (NEMS), i.e. Asia's first liberalized electricity market. The individual price of year 2006 is very volatile with a very wide range. Therefore, accurate forecasting models are required for Singapore electricity market company (EMC) to maximize their profits and for consumers to maximize their utilities. Hence the year 2006 has been taken for forecasting the uniform Singapore electricity price (USEP). The mean absolute percentage error (MAPE) results show that the proposed CFNN model possess better forecasting abilities than the other models and its performance was least affected by the volatility. © 2011 Taylor & Francis Group, LLC.",Cascade-forward neural network (CFNN); Generalized regression neural network (GRNN); Levenberg-marquardt (LM) algorithm; National electricity market of singapore (NEMS); Price forecasting; Uniform singapore energy price (USEP),Commerce; Costs; Deep neural networks; Electric industry; Electromagnetic compatibility; Forecasting; Network layers; Neural networks; Generalized Regression Neural Network(GRNN); Levenberg-Marquardt algorithm; National electricity market of singapore (NEMS); Price forecasting; Uniform singapore energy prices (USEP); Power markets,5,2,1,1
"Sun Y., Bansal R.C., Bhardwaj A.K., Srivastava A.K.",Electricity market price forecasting using support vector machines,2011,3,"Due to the electricity market deregulation, the techniques used for load forecasting have gradually improved over the years. Deregulation in the power system industry has caused rising requirement in planning, operating and controlling electric energy systems, which brings electricity load forecasting to a crucial level. Therefore, adequate techniques are desired for accurately predicting the load and hence assisting power companies in generating capacity scheduling, maintenance, energy planning and procurement, etc. An accurate forecast can greatly help power distribution companies to improve their electricity marketing strategies and avoid over or under unitisation of generating capacity and therefore optimises energy prices. But, to predict the load demand in real time requires a considerable amount of efforts. This paper presents a design methodology for a short term load forecasting useful for distribution companies, which are capable of interacting with users, gathering historical load data, performing a statistical analysis on the historical data and plotting graphs of the predicted load using the support vector machine (SVM). SVM is the chosen forecasting technique because many studies have concluded that SVMs produce the optimum accuracy as compared to other methods such as Naive Bayesian, but SVM has not been optimised for the domain. © 2011 Inderscience Enterprises Ltd.",deregulation; load forecasting; short term load forecasting; STLF; support vector machine; SVM,,5,1,1,1
"Li X.I., Yu C.W., Ren S., Meng K., Liu G.",Day-ahead electricity market price forecasting based on panel cointegration,2010,3,"This paper proposes a novel technique to forecast day-ahead electricity prices based on Panel Cointegration (PC). The current researches on the electricity price forecasting focus on the analysis of unstable economic time series. However, due to the difference of the allocation of power resource and consumption in different regions, the time series of electricity consumption and sales price in a single region cannot contain all information in different regions. In view of the disadvantages of the time series, the panel data is introduced to investigate the long-term equilibrium relationship and the short-term adjustment relationship between electricity consumption and sales price in the paper. The fundamental and novel contribution of the paper is to apply the PC to forecast accurately in day-ahead energy market price. The whole forecasting framework shows the use of PC model in predicting price behavior. Results from the electricity market of PJM in year 2008 are reported. ©2010 IEEE.",Electricity market; Panel cointegration; PJM; Price forecasting,Current researches; Day-ahead electricity market; Economic time series; Electricity market; Electricity price forecasting; Electricity prices; Electricity-consumption; Energy markets; Novel techniques; Panel cointegration; Panel data; PJM; Power resources; Price forecasting; Sales prices; Behavioral research; Commerce; Costs; Electric industry; Electricity; Time series; Time series analysis; Electric load forecasting,4,2,1,1
"Tian H., Zhang M., Meng B.",Prediction of day-ahead electricity price based on information fusion,2010,2,"Aiming at the characters of day-ahead electricity price, a novel information fusion method is proposed. A new neural network method ELM is selected for its better performance as the core algorithm of information fusion. Using the information fusion ideas, a new modeling approach is proposed to establish the prediction model. The day-ahead electricity price prediction model is tested by the real data. The experiments demonstrate that the new prediction model established by ELM information fusion method has better performance. © 2010 IEEE.",electricity market; electricity price prediction; Information fusion; neural network,Core algorithms; Electricity market; electricity price prediction; Electricity prices; Information fusion method; Modeling approach; Neural network method; Novel information; Prediction model; Computer applications; Costs; Electricity; Mathematical models; Neural networks; Information fusion,5,1,1,1
"Giri R., Chowdhury A., Ghosh A., Panigrahi B.K., Mohapatra A.",Electricity price forecasting: A hybrid wavelet transform and evolutionary-ANN approach,2010,1,"In a restructured power market, the forecasting of price of electricity has drawn attention of researchers for an accurate forecasting of the electricity price. Electricity price forecast provides important information to the electricity market managers and participants. However, electricity price is a complex signal due to its non-linear, non-stationary, and time variant behavior. In spite of performed research in this area, more accurate and robust price forecast methods are still required. In this article a novel technique has been proposed to forecast the electricity prices using wavelet transform and a Feed-Forward Neural Network trained by a Meta heuristic algorithm i.e. Invasive Weed Optimization technique (IWO). The wavelet transform has been used to decompose ill-behaved price series in a set of better constitutive series. Here we have used the data of electricity market of Australia in year 2005 and the reported results have been compared with the ANN, trained by back propagation algorithm. © 2010 IEEE.",ANN; Electricity market; IWO; Metaheuristics; Price forecasting; Wavelet transform,ANN; Electricity market; IWO; Meta heuristics; Price forecasting; Commerce; Costs; Electric industry; Electric load forecasting; Electricity; Heuristic algorithms; Neural networks; Power electronics; Wavelet transforms,5,1,1,1
"Esmaeili K. A., Eghlimi M., Oloomi B. M., Shakouri G. H., Sadeghi A.",Forecasting the electrical energy price in iran power market: A comparison between single and multi hour models,2010,1,"This paper discusses the electrical energy price forecasting in Iran power market. Due to the day-time variations in load and thereby electrical energy price, it is wise to use different models for forecasting energy price at different hours. In this paper, three different single-hour models are used to forecast electricity price at off peak, plateau, and peak load. A 24-hour model is also used to forecast electricity price of all hours simultaneously. Analysis of autocorrelation and partial autocorrelation functions suggests different models for each single hour model as well as the 24-hour model. The best models for off peak, plateau, and peak load are obtained to be ARIMA(1,1,1), ARIMA(2,1,1) and ARIMA(0,1,1), respectively. In addition, the time-series analyses result in an AR(2) model with 24-hour period for the 24-hour model as the most suitable model. The models are compared from viewpoints of accuracy and time consuming. The comparison shows that the user should compromise between accuracy and speed, when selecting singlehour or 24-hour models. ©2010 IEEE.",Autocorrelation; Electrical energy; Forecasting; Partial autocorrelation; Time series,Best model; Electrical energy; Electricity prices; Energy prices; Partial autocorrelation; Partial autocorrelation function; Peak load; Power markets; Time variations; Adaptive filtering; Autocorrelation; Costs; Harmonic analysis; Regression analysis; Time series; Time series analysis; Electric load forecasting,4,1,1,1
"Zheng Y., Li G., Zhou M., Lin S., Lo K.L.",An improved grey model for forecasting spot and long term electricity price,2010,3,"With the deepening reform to power industries, power systems are going to gradually open the demand side and the power consumers have to face the changes of their role in the market, and make a preliminary long-term forecasting for the electricity prices. In order to consider the relations between the spot market and the long-term contract market, this paper builds a multi-electricity price grey model to comprehensive forecast the prices of the 2 markets; further researches the structure of the background value, and improves the multi-electricity price grey model; and introduces the residual error, the related grade, the mean variance ratio and the little probability of error as test indexes. The test results show that the multi-electricity price grey forecasting model and its improved model have better accuracy, and the improved model has stronger adaptability and extends the application range. ©2010 IEEE.",Background value; Electricity price forecasting; Multi-variable grey model,Application range; Background value; Demand-side; Electricity price forecasting; Electricity prices; Grey forecasting model; Grey Model; Improved grey model; Improved models; Long term; Long-term contracts; Long-term forecasting; Mean variance; Multi variables; Power consumers; Power industry; Power systems; Probability of errors; Residual error; Spot market; Test results; Commerce; Costs; Electricity; Innovation; Power generation; Technological forecasting; Electric load forecasting,4,3,1,1
"Wang R., Wang F., Ji W.","Particle swarm optimization based GM(1,2) method on day-ahead electricity price forecasting with predicted error improvement",2010,1,"Under deregulated environment, accurate electricity price forecasting is a crucial issue concerned by all participants. Experience shows that single forecasting model is very difficult to improve the forecasting accuracy due to the complicated factors affecting electricity prices. A particle swarm optimization (PSO) based GM(1,2) method on day-ahead electricity price forecasting with predicted error improvement is proposed, in which the moving average method is used to process the raw series, the PSO based GM(1,2) model to the processed series and the time series analysis to further improve the predicted errors. The numerical example based on the historical data of the PJM market shows that the method can reflect the characteristics of electricity price better and the forecasting accuracy can be improved virtually compared with the conventional GM(1,2) model. The forecasted prices accurate enough to be used by market participants to prepare their bidding strategies. ©2010 IEEE.","Electricity market; Electricity price forecast; GM(1,2) model; Particle swarm optimization; Time series analysis","Bidding strategy; Deregulated environments; Electricity market; Electricity price forecast; Electricity price forecasting; Electricity prices; Forecasting accuracy; Forecasting models; GM(1,2) model; Historical data; Market participants; Moving average method; Numerical example; Particle swarm; Predicted error; Commerce; Costs; Electric industry; Electric load forecasting; Electricity; Numerical methods; Time series; Time series analysis; Particle swarm optimization (PSO)",4,1,1,1
"Menniti D., Scordino N., Sorrentino N., Violi A.",Short-term forecasting of day-ahead electricity market price,2010,5,"A very important task in electricity market operation is to forecast day ahead market price in order to implement adequate bidding strategies. In this direction, this paper proposes a technique to forecast day-ahead electricity prices based on the mean reverting process, using a properly fitted model. Results from the electricity market of Italy during year 2009 are finally reported. © 2010 IEEE.",Electricity market; Price forecasting; Risk management; Stochastic programming,Bidding strategy; Day ahead market; Day-ahead electricity market; Electricity market; Electricity market operations; Electricity prices; Price forecasting; Short-term forecasting; Commerce; Costs; Electric industry; Electricity; Risk analysis; Risk management; Stochastic programming; Stochastic systems; Electric load forecasting,3,1,1,1
"Erlwein C., Benth F.E., Mamon R.",HMM filtering and parameter estimation of an electricity spot price model,2010,35,"In this paper we develop a model for electricity spot price dynamics. The spot price is assumed to follow an exponential Ornstein-Uhlenbeck (OU) process with an added compound Poisson process. In this way, the model allows for mean-reversion and possible jumps. All parameters are modulated by a hidden Markov chain in discrete time. They are able to switch between different economic regimes representing the interaction of various factors. Through the application of reference probability technique, adaptive filters are derived, which in turn, provide optimal estimates for the state of the Markov chain and related quantities of the observation process. The EM algorithm is applied to find optimal estimates of the model parameters in terms of the recursive filters. We implement this self-calibrating model on a deseasonalised series of daily spot electricity prices from the Nordic exchange Nord Pool. On the basis of one-step ahead forecasts, we found that the model is able to capture the empirical characteristics of Nord Pool spot prices. © 2010 Elsevier B.V.",Adaptive filters; Electricity spot price; Forecasting; Hidden Markov model; Parameter estimation,Compound Poisson process; Discrete time; Electricity prices; Electricity spot price; EM algorithms; Hidden Markov chains; Markov Chain; Mean-reversion; Model parameters; Ornstein-Uhlenbeck process; Recursive filters; Reference probability; Self-calibrating; Spot price; Adaptive filtering; Adaptive filters; Algorithms; Costs; Electric filters; Electric load forecasting; Hidden Markov models; Lakes; Metal analysis; Optimization; Poisson distribution; Parameter estimation; algorithm; electricity supply; energy market; estimation method; forecasting method; Markov chain; modeling; parameterization; probability,3,1,1,1
"Areekul P., Senjyu T., Urasaki N., Yona A.",Next day price forecasting in deregulated Market by combination of artificial neural network and ARIMA time series models,2010,4,"Electricity price forecasting is becoming increasingly relevant to power producers and consumers in the new competitive electric power markets, when planning bidding strategies in order to maximize their benefits and utilities, respectively. This paper proposed a method to predict hourly electricity prices for next-day electricity markets by combination methodology of ARIMA and ANN models. The proposed method is examined on the Australian National Electricity Market (NEM), New South Wales regional in year 2006. Comparison of forecasting performance with the proposed ARIMA, ANN and combination (ARIMA-ANN) models are presented. Empirical results indicate that an ARIMA-ANN model can improve the price forecasting accuracy. © 2010 IEEE.",ARIMA; Back-propagation; Combination methodology; Electricity price forecasting; Neural network,ARIMA; Artificial Neural Network; Bidding strategy; Combination methodology; Deregulated markets; Electric power markets; Electricity market; Electricity price forecasting; Electricity prices; Empirical results; Forecasting performance; National electricity markets; New South Wales; Power producer; Price forecasting; Time series models; Backpropagation; Commerce; Costs; Deregulation; Electricity; Industrial electronics; Neural networks; Time series; Electric load forecasting,"4, 5",1,1,1
"Zhang J., Wang J., Wang R., Hou G.",Forecasting next-day electricity prices with Hidden Markov Models,2010,3,"Next-day electricity prices forecasting is essential to consumers and producers. Due to the stochastic characteristics of the electricity price time series, a novel model of electricity price forecasting is presented based on the Hidden Markov Model (HMM). The factors impacting the electricity price forecasting are discussed. The proposed approach is utilized in an electricity market, the results show the effectiveness. © 2010 IEEE.",Electricity price forecasting; Hidden Markov Model; Power market,Electricity market; Electricity price forecasting; Electricity prices; Electricity prices forecasting; Power markets; Stochastic characteristic; Commerce; Costs; Electricity; Hidden Markov models; Industrial electronics; Object recognition; Stochastic models; Time series; Electric load forecasting,3,1,1,1
"Tian H., Meng B., Wang S.",Day-ahead electricity price prediction based on multiple ELM,2010,4,"Aiming at the characters of day-ahead electricity price, an electricity price prediction model is established by combining the intelligent modeling methods. A new neural network method ELM is selected for its better performance to establish the basic day-ahead electricity price prediction model. Using the information fusion and ensemble ideas, a multiple ELM modeling approach is proposed to establish the prediction model. The day-ahead electricity price prediction model is tested by the real data. The experiments demonstrate that the new prediction model established by the new method has better performance. © 2010 IEEE.",Electricity market; Electricity price prediction; ELM; Neural network,Electricity market; Electricity price prediction; Electricity prices; Intelligent modeling; Modeling approach; Neural network method; Prediction model; Costs; Electric industry; Electricity; Forecasting; Mathematical models; Neural networks; Commerce,5,1,1,1
"Wu L., Shahidehpour M.",A hybrid model for day-ahead price forecasting,2010,120,"This paper presents a hybrid time-series and adaptive wavelet neural network (AWNN) model for the day-ahead electricity market clearing price forecast. Instead of using price series, one-period continuously compounded return series is used to achieve more attractive statistical properties. The autoregressive moving average with exogenous variables (ARMAX) model is used to catch the linear relationship between price return series and explanatory variable load series, the generalized autoregressive conditional heteroscedastic (GARCH) model is used to unveil the heteroscedastic character of residuals, and AWNN is used to present the nonlinear, nonstationary impact of load series on electricity prices. The Monte Carlo method is adopted to generate more evenly distributed random numbers used for time series and AWNN models to accelerate the convergence. Several criteria such as average mean absolute percentage error (AMAPE) and the variance of forecast errors are used to assess the model and measure the forecasting accuracy. Illustrative price forecasting examples of the PJM market are presented to show the efficiency of the proposed method. © 2010 IEEE.",AMAPE; ARMAX; AWNN; day-ahead price forecast; GARCH; Monte Carlo; time series method; variance of forecast errors,Adaptive wavelet neural network; Auto-regressive; Autoregressive moving average with exogenous variables; Day-ahead electricity market; Day-ahead prices; Electricity prices; Explanatory variables; Forecast errors; Forecasting accuracy; Heteroscedastic; Hybrid model; Linear relationships; Load series; Mean absolute percentage error; MONTE CARLO; Nonstationary; Price forecasting; Price returns; Random Numbers; Statistical properties; Time series method; Costs; Errors; Monte Carlo methods; Neural networks; Random number generation; Time series; Wavelet transforms; Electric load forecasting,"4, 5","1, 2",1,1
"Lei M., Feng Z., Song Q.",A novel grey model to forecast short-term electricity price for nordpool using particle swarm optimization and correlation hours method,2010,5,"Short-term electricity price forecasting in competitive power markets is essential both for producers and consumers in planning their operations and maximizing their benefits. This paper proposed a new grey model, called PGM(1,2), based on Particle Swarm Optimization algorithm (PSO) and correlation hours method (CHM) in order to forecast short-term price in the Nordpool market. The main sequence is composed of prediction period price data and the reference sequence is composed of hour-before period price data. Considering of the influence of grey background, the PSO is adopted to optimize the grey background weight parameters, thus the PGM (1,2) forecasting model is founded. Comparison of forecasting performance of the PGM (1,2) with that of the traditional GM (1,1) and GM (1,2) is presented. Simulation results demonstrate the validity of the PGM (1,2) model. ©2010 IEEE.",,Competitive power markets; Electricity price forecasting; Electricity prices; Forecasting models; Forecasting performance; Grey Model; Particle swarm optimization algorithm; Simulation result; Computer simulation; Costs; Particle swarm optimization (PSO); Electric load forecasting,4,1,1,1
"Lei M., Feng Z.",Modeling electricity price forecast with grey and correlation method in competitive markets,2010,1,"This paper proposed a novel grey model (GM) called PSOGM(1,2,g) for short-term electricity price prediction based on Particle Swarm Optimization algorithm (PSO) and correlation method (CM) in competitive power markets. In the presented grey model, the reference sequence (RS) is defined and determined by CM. Furthermore, considering of the influence of grey background, PSO is adopted to optimize the grey background weight parameter. To demonstrate the superiority of the provided model, publicly available data obtained from Nordpool market in North Europe is used for training and testing. Simulation results show that the improved model has higher precision than traditional grey models, and is capable of forecasting short-term price efficiently in competitive power markets. ©2010 IEEE.",Electricity; Grey model; Price forecasting,Competitive markets; Competitive power markets; Electricity prices; Grey Model; Grey models; Improved models; Particle swarm optimization algorithm; Simulation result; Training and testing; Computer simulation; Correlation methods; Costs; Electric load forecasting; Particle swarm optimization (PSO); Commerce,4,1,1,1
