Authors,Title,Year,Cited by,Abstract,Author Keywords,Index Keywords,Document Type
"Mezera J., Martínek Z., Majer V., Královcová V.",The nonlinear model by using neural networks for day-ahead price forecasting,2012,,This paper provides approaches for day-ahead electricity price forecasting together with problems existing in this field mainly with nonlinear character of modelation. The fundamental model by using neural networks is showed and output results are presented such as failure of the model. Comparison with already existed models and other approaches for prediction of electricity prices are mentioned and carried out in this article. As evidence of the correct function of this method difference between real results of the spot market and output of the model is presented.,Backpropagation; Feedforward net; Neural network,Backpropagation; Costs; Forecasting; Neural networks; Day-ahead prices; Electricity price forecasting; Electricity prices; Feed-Forward; Fundamental models; Non-linear model; Nonlinear characters; Spot market; Power markets,Conference Paper
"Bobinaite V., Konstantinavičiute I.",Wholesale electricity price forecasting models: Lithuanian case,2012,,"Six methods (naïve, weighted average, multiple regression, Holt-Winter, ARMA and VAR) are proposed to forecast wholesale electricity prices. Based on these methods 15 wholesale electricity price forecasting models are developed. They enabled to assess the impact of electricity production and consumption volume, net electricity import, electricity prices in neighboring countries, volume of electricity traded in power exchange as well wholesale electricity prices in the past on the future electricity price. The results told that wholesale electricity price forecasts prepared applying stochastic and regression methods were the most accurate. Accuracy increased, when exogenous forecasting factors were included.",Electricity price; Forecasting method; Wholesale market,Commerce; Costs; Forecasting; Regression analysis; Stochastic systems; Electricity imports; Electricity prices; Electricity production; Forecasting factors; Forecasting methods; Multiple regressions; Wholesale electricity; Wholesale markets; Power markets,Conference Paper
"Al-Ajlouni A.F., Yamin H.Y., Eyadeh A.",Price volatility forecasting using artificial neural networks in emerging electricity markets,2012,,"In the adaptive short-term electricity price forecasting, it may be premature to rely solely on the hourly price forecast. The volatility of electricity price should also be analysed to provide additional insight on price forecasting. This paper proposes a price volatility module to analyse electricity price spikes and study the probability distribution of electricity price. Two methods are used to study the probability distribution of electricity price; the analytical method and the ANN method. Furthermore, ANN method is used to study the impact of line limits, line outages, generator outages, load pattern and bidding strategy on short term price forecasting, in addition to sensitivity analysis to determine the extent to which these factors impact price forecasting. Data used in this study are spot electricity prices from California market in the period which includes the crisis months where extreme volatility was observed. Copyright © 2012 Inderscience Enterprises Ltd.",ANN; Competitive market; Price forecasting; Probability distribution; Volatility analysis,,Article
"Warkad S.B., Khedkar M.K., Dhole G.M.",Day-ahead AC-DC OPF-based nodal price prediction by artificial neural network (ANN) in a restructured electricity market,2012,,"In the last few years, electricity markets have significantly restructured in both developed and developing countries. Accurate prediction of day-ahead electricity nodal price has now become an important activity to address the price volatility in the marketplace. This will facilitate the market participants to estimate the risk and have effective decision-making in formulating bidding strategy. In developing countries, transmission congestion and investment problems have reduced the consumer benefits. Recent trend is to incorporate high voltage direct current (HVDC) transmission in the AC transmission system to gain its techno-economical advantages. This study aims at 1 motivation and relevance of present study 2 presenting AC-DC OPF nodal pricing and formulating ANN-based peak day-ahead nodal price prediction using multilayer feed-forward neural network with a back-propagation algorithm 3 the numerical results of IEEE 30-bus system and a real electricity market of India to demonstrate the rationality and feasibility of the proposed methodology. Copyright © 2012 Inderscience Enterprises Ltd.",AC-DC OPF; AC-DC optimal power flow; ANN; Artificial neural network; Electricity market; Nodal price prediction,,Article
"De Weerdt M., Ketter W., Collins J.",Pricing mechanism for real-time balancing in regional electricity markets,2011,,"In electricity markets, supply and demand have to be balanced perfectly in real time. A major task of the Independent Systems Operator (ISO)2 on the wholesale (transmission) level and of the Distribution Utility (DU) on the regional (distribution) level is to monitor the grid and to maintain balance while keeping voltage, frequency, and power factor within very tight bounds. This task gets more challenging as more renewable energy sources, such as solar and wind, are connected to the grid [2]. Many of these sources (e.g. wind) are only partially predictable. The grid balancing problem has been studied on various levels (wholesale vs. retail) and with different approaches [1]. We study the problem of how to determine the price that energy brokers (retailers) need to pay in case their profile of consumption and production of electricity is imbalanced in the current time slot.3 In a retail electricity market, brokers have the possibility to control some portion of customer production and consumption, such as by offering price concessions in exchange for the ability to remotely interrupt loads or sources for limited periods of time. Examples of such controllable loads are remotely controlled CHPs (Combined Heat and Power - gas turbines that supply both heat and power, and allow some control of production) and domestic water heaters that can be remotely turned off to temporarily reduce consumption. We present two different scenarios and the related market mechanisms to balance supply and demand: I) without controllable loads, and II) with controllable loads for the current time slot. Our main mechanisms for a regional real-time balancing market are efficient, and create an incentive to resolve imbalances in the day-ahead market. An advantage of our methods is that they are compatible with existing energy market structures (keeping the day-ahead market as a given), and therefore the required restructuring would be less disruptive than with other methods currently suggested.",,Balancing market; Balancing problems; Combined heat and power; Controllable loads; Customer production; Day ahead market; Distribution utilities; Domestic water heaters; Electricity market; Existing energies; Heat and power; Independent systems; Market mechanisms; Power factors; Price concessions; Pricing mechanism; Real time; Regional electricity markets; Renewable energy source; Retail electricity markets; Supply and demand; Tight bound; Time slots; Artificial intelligence; Commerce; Costs; Electric power factor; Electricity; Renewable energy resources; Sales; Water heaters; Economics,Conference Paper
"Chakravarty S., Nayak M., Bisoi R.",Particle swarm optimization based local linear wavelet neural network for forecasting electricity prices,2011,,"This paper proposes a Local Linear Wavelet Neural Network (LLWNN) - a combination of Artificial Neural Network and Local Linear Wavelet Technique-to predict electricity prices for one hour to twenty four hours in advance. The prices of Ontario electricity market are taken as experimental data. Multilayer Perceptron (MLP) model has also been discussed for comparison purpose. Backpropagation learning algorithm is used to train both the models. Further to get more accuracy, both the models have been integrated with Particle Swarm Optimization (PSO). The Mean Absolute Percentage Error (MAPE) and Root Mean Square Error (RMSE) are used to find out the forecasting performance of the proposed model. © 2011 IEEE.",Backpropagation; Local Linear Wavelet Neural Network; Multilayer perceptron; Particle Swarm Optimization,Backpropagation learning algorithm; Electricity prices; Experimental data; Forecasting electricity; Forecasting performance; Local linear; Mean absolute percentage error; Multilayer perceptron; Ontario electricity markets; Particle swarm; Root mean square errors; Wavelet neural networks; Backpropagation; Learning algorithms; Mean square error; Neural networks; Particle swarm optimization (PSO),Conference Paper
"Vedady Moghadam M.R., Afshar K., Bigdeli N.",A new hybrid method for short-term price forecasting in iran electricity market,2011,,"In this paper, a new hybrid method for prediction of the weighted average price (WAP) of Iran electricity market is introduced. The proposed model has a linear structure which its components are selected based on correlation analysis of WAP time series with its past values and the total required load as the most effective variable in this market as well as the critiques of Iran electricity market. The model coefficients are tuned by Genetic algorithm (GA) as an optimization algorithm based on available data from electricity market of Iran. The simulation results based on experimental data from Iran electricity market are representative of good performance of developed model in forecasting the market behavior. © 2011 IEEE.",Genetic algorithm; Linear model; Shot-term price forecasting; Weighted average price (WAP),Correlation analysis; Developed model; Effective variables; Electricity market; Experimental data; Hybrid method; Iran electricity market; Linear structures; Market behavior; Model coefficient; Optimization algorithms; Price forecasting; Short-term price forecasting; Weighted average prices; Computer simulation; Costs; Electric industry; Electricity; Forecasting; Genetic algorithms; Management science; Power quality; Time series; Time series analysis; Commerce,Conference Paper
"Zhang J., Yu C., Hou G.",Application of chaotic particle swarm optimization in the short-term electricity price forecasting,2011,,"The market-oriented reform of the electric power industry is a trend around the world, electricity price issues are the key problems in the power markets and how to price the special commodity-electricity is essential for the smooth market operation. Accurate price forecasting provides crucial information for electricity market participants to make reasonable competing strategies, which is related to the position and benefit of the market participators. So using the relative historic data in predicting the future electricity price is a very meaningful work. With comprehensive considerations of the fluctuation rules and the various influencing factors on the forming of price in the power market, a short-term electricity price forecasting method based on the time series ARMAX model was chosen in this paper. Aimed to solve the problem with traditional method of parameter identification which is easy to fall into the local least values and has low identification precision, chaotic particle swarm optimization (CPSO) algorithm was proposed in this paper. Calculation example shows that this method can reflect the law of the development of the electricity price well and improve forecasting accuracy greatly. © 2011 IEEE.",ARMAX model; Chaotic particle swarm optimization algorithm; Short-term electricity price forecasting,ARMAX model; Chaotic particle swarm optimization algorithm; Electric power industries; Electricity market; Electricity price forecasting; Electricity prices; Forecasting accuracy; Historic data; Identification precision; Influencing factor; Least value; Market operation; Power markets; Price forecasting; Short-term electricity price forecasting; Algorithms; Commerce; Costs; Electric industry; Electric load forecasting; Electricity; Forecasting; Identification (control systems); Time series; Particle swarm optimization (PSO),Conference Paper
De M.,Pricing system security in deregulated market including voltage stability constraint,2011,,"This paper proposes a pricing system for power system security in deregulated market, which includes voltage stability constraint (VSC). The VSC is included in a multi-objective optimal power flow (OPF) that maximizes the social benefit. Ancillary service (reactive power) and system congestion has been considered in the pricing. Effect ofN-1 contingency on pricing is also analyzed. Pricing is decided one day ahead using forecasted demand data. The OPF is solved by linear programming method. The system is divided into three areas for which total transfer capacity (TTC) is calculated by repeated power flow technique. The available transfer capacity decides the amount of congestion that affects the pricing. The voltage stability is ascertained by checking the singularity of the system Jacobian matrix. Finally, effect of line/generator loss on pricing system is studied. The model is tested on modified IEEE 14-bus and 30-bus systems and is implemented using MATLAB programming.",Congestion; N-1 contingency; Pricing structure; System security; Voltage stability constraint,Congestion; N-1 contingencies; Pricing structures; System security; Voltage stability constraints; Commerce; Deregulation; Jacobian matrices; Voltage stabilizing circuits; Costs,Article
"Krečar N., Gubina A.F., Božič G.",A method for calibration of a fundamental model of electricity price,2011,,"In the liberalized electricity markets, the utilities need the right model to forecast the stochastic behavior of electricity market prices. The models range from quantitative models, cost-based models, economic equilibrium models, agent-based models, experimental models, and fundamental models determining the stochastic properties of electricity prices. The focus of the investigation was to calibrate a fundamental model using actual data on electricity price and load from the European Energy Exchange EEX. Stationarity of historical data was ascertained using the Dickey-Fuller test. The calibration entailed the use of principal component analysis and a linear regression model in conjunction with Kalman filter and maximum likelihood method. Using the calibrated model, the electricity price for year 2011 and 2012 was simulated. The results of simulations were compared with the results obtained with the method of moving average and advantages and disadvantages of the fundamental method were considered. © 2011 IEEE.",,Agent-based model; Calibrated model; Economic equilibrium; Electricity market; Electricity prices; European energy exchanges; Experimental models; Fundamental models; Historical data; Liberalized electricity market; Linear regression models; Maximum likelihood methods; Moving averages; Quantitative models; Stationarity; Stochastic behavior; Stochastic properties; Calibration; Commerce; Computer simulation; Costs; Electric properties; Electricity; Financial data processing; Linear regression; Maximum likelihood estimation; Principal component analysis; Stochastic systems; Stochastic models,Conference Paper
"Moreno J., Medina S.",Energy price variation estimation using an ANFIS model,2011,,"This article presents the implementation of an ANFIS model to estimate price movements in the energy market in Colombia in the short term with regard to hydrological conditions in order to support the decision making process of the involved agents. The proposed model considers three input variables: an ENSO phenomenon forecast, the system's reservoir level and the hydraulic contributions of the rivers to the generation plants. The model was trained and validated with actual monthly data from 1999 until 2007. According to the results, the model captures the price tendency in an accurate way, but it must be complemented with other models that reflect the influence of other factors in the energy price formation process in this country or in others with similar features.",ANFIS; Energy market; Hydrological phenomena; Price formation,ANFIS; ANFIS model; Colombia; Decision making process; Energy markets; Energy prices; Hydrological condition; Hydrological phenomena; Input variables; Price formation; Price movement; Short term; Reservoirs (water); Costs,Article
"Schulz F.C., Mosler K.",The effect of infrequent trading on detecting price jumps,2011,,"The subject of the present study is to analyze how accurately an elaborated price jump detection methodology by Barndorff-Nielsen and Shephard (J. Financ. Econom. 2:1-37, 2004a; 4:1-30, 2006) applies to financial time series characterized by less frequent trading. In this context, it is of primary interest to understand the impact of infrequent trading on two test statistics, applicable to disentangle contributions from price jumps to realized variance. In a simulation study, evidence is found that infrequent trading induces a sizable distortion of the test statistics towards overrejection. A new empirical investigation using high frequency information of the most heavily traded electricity forward contract of the Nord Pool Energy Exchange corroborates the evidence of the simulation. In line with the theory, a ""zero-return-adjusted estimation"" is introduced to reduce the bias in the test statistics, both illustrated in the simulation study and empirical case. © 2010 Springer-Verlag.",Bipower variation; Electricity forward contract; High frequency data; Infrequent trading; Realized variance; Zero-returns,,Article
Helmke A.C.,"Wind energy auction in Brazil prices, barriers, opportunities",2010,,"Since a severe energy crisis in 2001, Brazil has been exploring the vast potential - estimated at between 60 and 143 GW - of its wind resources. The federal government's promotion scheme Proinfa - based on a feed-in tariff - saw the installation of 1.422 MW. But Proinfa did not meet all stakeholder expectations. Projects were selected based on the issuing date of the environmental license, and wind turbines were not readily available. As a result Proinfa's tenure was extended twice. However, never before had a programme of its scale been attempted in Latin America. Presently, wind energy production is being encouraged through reverse auctions. This mirrors the Brazilian electricity market, which is also auction based. These auctions award PPAs to the lowest bidder. The first auction for wind energy took place at the end of December 2009. Some 1.800 MW of wind energy were contracted at an average price of approximately 60 Euros/MWh. The first auction drew significant interest from the sector which submitted backlogged projects. Barriers to market development like state-level taxation and grid-connection issues are offset by accessible public loans, several turbine manufacturers operating in Brazil, wind-hydro complementarity, increased political awareness, and the involvement of local utilities in the sector. As the sector has matured, the time to deliver operating projects has arrived. Long term promotion goals should also be formulated. If following these steps Brazil is in an excellent position to be the regional leader in wind energy.",,Brazilian electricity markets; Energy crisis; Federal governments; Feed-in tariff; Grid connections; Latin America; Market development; Operating project; Reverse auction; Time-to-deliver; Wind energy production; Wind resources; Energy policy; Exhibitions; Taxation; Wind power,Conference Paper
"Giri R., Chowdhury A., Ghosh A., Panigrahi B.K., Mohapatra A.",Electricity price forecasting: A hybrid wavelet transform and evolutionary-ANN approach,2010,,"In a restructured power market, the forecasting of price of electricity has drawn attention of researchers for an accurate forecasting of the electricity price. Electricity price forecast provides important information to the electricity market managers and participants. However, electricity price is a complex signal due to its non-linear, non-stationary, and time variant behavior. In spite of performed research in this area, more accurate and robust price forecast methods are still required. In this article a novel technique has been proposed to forecast the electricity prices using wavelet transform and a Feed-Forward Neural Network trained by a Meta heuristic algorithm i.e. Invasive Weed Optimization technique (IWO). The wavelet transform has been used to decompose ill-behaved price series in a set of better constitutive series. Here we have used the data of electricity market of Australia in year 2005 and the reported results have been compared with the ANN, trained by back propagation algorithm. © 2010 IEEE.",ANN; Electricity market; IWO; Metaheuristics; Price forecasting; Wavelet transform,ANN; Electricity market; IWO; Meta heuristics; Price forecasting; Commerce; Costs; Electric industry; Electric load forecasting; Electricity; Heuristic algorithms; Neural networks; Power electronics; Wavelet transforms,Conference Paper
"Pousinho H.M.I., Mendes V.M.F., Catalão J.P.S.",Wavelet-neuro-fuzzy approach for predicting short-term electricity prices in a competitive market,2010,,"In a competitive framework, producers and consumers require short-term electricity prices prediction to derive their bidding strategies to the electricity market. Accurate forecasting tools are required for producers to maximize their profits and for consumers to maximize their utilities. In this paper, a wavelet-neuro-fuzzy approach is proposed for short-term electricity prices prediction. Results from a real-world case study based on the electricity market of mainland Spain are presented. Finally, conclusions are duly drawn.",Electricity market; Fuzzy logic; Neural networks; Price forecasting; Wavelet transform,Bidding strategy; Competitive markets; Electricity market; Electricity prices; Forecasting tools; Neuro-fuzzy approach; Price forecasting; Real-world; Commerce; Costs; Electric industry; Electricity; Energy conversion; Forecasting; Fuzzy logic; Fuzzy neural networks; Fuzzy systems; Profitability; Wavelet transforms; Electric power generation,Conference Paper
"López D., Juan J., Carpio J.",EM estimation of multivariate dynamic models for predicting electricity prices,2010,,"In order to make short-term predictions of electricity prices, linear dynamic models in their state-space formulation have been studied. A computer implementation of the EM (Expectation - Maximization) algorithm has been made for maximum likelihood estimation for a Multivariate EWMA model, (exponentially smoothing). In this approach the problem includes a large number of parameters to be estimated as we have implemented the possibility of eliminating superfluous parameters. Finally, we present the results of the hourly spot price forecasts in Powernext, Nord Pool and OMEL markets. © 2010 IEEE.",Forecasting; Moving average processes; State space methods; Time series,Computer implementations; Electricity prices; Expectation Maximization; Linear dynamic model; Moving average process; Short term prediction; Spot price; State space; State space formulation; Blind source separation; Commerce; Dynamic models; Electric load forecasting; Lakes; State space methods; Time series; Maximum likelihood estimation,Conference Paper
"Fang Z., Wu M.",RETRACTED ARTICLE: Marginal price forecasting based on KNN-IA algorithm,2010,,"In electricity market, electricity price is one of the main concerns for both suppliers and consumers. However, uncertain factors which effect electricity prices make it difficult to forecast them. This paper proposes a time series forecasting model which integrates K-Nearest Neighbor (KNN) and Artificial Neural Network (ANN) algorithms. The KNN algorithm is used to search for similar time subseries (neighbors) in historical data and the IA is used to search for the optimal weights on these neighbors. The model is tested by using dataset of the electricity price in New York electricity markets. Compared with traditional ARIMA and Naive I model, our model can get more accurate forecasting results. © 2010 IEEE.",Artificial neural network; Electricity price forecasting; K-Nearest Neighbors; Weight,Algorithms; Costs; Electricity; Membership functions; Neural networks; Text processing; Time series; Artificial Neural Network; Data sets; Electricity market; Electricity price forecasting; Electricity prices; Historical data; K-nearest neighbors; k-NN algorithm; Marginal prices; New York; Optimal weight; Time series forecasting; Uncertain factors; Weight; Electric load forecasting,Conference Paper
"Jimenez D., Gallego L., Camargo M.",Bidding prices modeling in Colombian electricity market using Logistic Regression model,2009,,"The main goal of this work is to show the application of an econometric model called Logistic Regression (LR) in a study of the bidding prices in the Colombian electricity market. The LR model is used to calculate the statistical significance of some variables of the market and the influence of changes in these variables on the estimated bidding price of Generation Companies GENCOs. The methodology is used to fit the bidding prices behavior of a hydraulic agent considering some exogenous variables such as: hydrological conditions, energy demand, spot prices and competitors behavior. The model obtained with LR shows a good agreement with the real data. © 2009 IEEE.",Bidding prices; Electricity market; Logistic regression model,Bidding prices; Colombians; Econometric model; Electricity market; Energy demands; Exogenous variables; Generation companies; Hydrological condition; Logistic regression models; Logistic regressions; Spot price; Statistical significance; Commerce; Competition; Electric reactors; Energy management; Intelligent systems; Logistics; Regression analysis; Costs,Conference Paper
"Li C., Zhang L.",A new electricity price forecasting method based on chaos theory and data mining,2009,,"A new short-term electricity price forecasting method based on chaos theory and data mining was proposed. A sketch of chaos theory and data mining was given firstly. Data preprocessing was an import part of data mining, concerning the characteristics of electricity price time sequence, Haar wavelet was used to do data compression. After processing, the effect of ""price nail"" on forecasting electricity price was reduced. The largest Lyapunov exponent was larger than zero from small data sets, it verified the electricity price still met chaotic behavior. Based on this, chaos time series to forecast short-term electricity price could be used. At last, the example analysis about American California electricity market showed that the forecasting method increased the precision of electricity forecasting more effectively and steadily.",Chaos theory; Data mining; Electricity price time series; Lyapunov exponent; Wavelet analysis,Based-on chaos; California; Chaos time series; Chaotic behaviors; Data preprocessing; Electricity market; Electricity price forecasting; Electricity price time series; Electricity prices; Forecasting electricity; Forecasting methods; Haar wavelets; Largest Lyapunov exponent; Lyapunov exponent; Small data set; Time sequences; Costs; Data compression; Data flow analysis; Differential equations; Electric load forecasting; Electric network analysis; Electricity; Lyapunov methods; Time series; Time series analysis; Wavelet analysis; Wavelet transforms; Chaos theory,Conference Paper
"Huang Y., Gao M.-L.",Modeling and forecasting electricity prices based on linear regression method,2009,,"This electronic document is a ""live"" template. The various components of your paper [title, text, heads, etc.] are already defined on the s System marginal price is an important index which could reflect the power commodity's short time relation of supply and demand in power market. Besides, it is also the economic band to contact each member in the market. Under the condition of electric power market, forecast next-day system marginal price (SMP) is the foundation of the power market decision-making, and which is important for the actors. This paper constructed a new model by linear moving autoregressive based on the marginal price's variable characteristic. Then the forecasting of electric price's precision has been improved. The theory of linear regression and the theory of moving average are applied to analyze single data in time series, the model of a linear moving auto regression forecast are given out. The controllable interval of primal data random oscillation is found. It is applied to analyze the forecasting of system marginal price in electric power market. Some conclusions of conforming to reality are obtained. And the actual situation was in line with the results of the practical application of a certain value.",Electricity markets; Linear model; Self-regression; System marginal price,Auto regression; Auto-regressive; Electric power markets; Electricity market; Electronic document; In-line; Linear model; Linear regression methods; Marginal prices; Modeling and forecasting; Moving averages; New model; Power markets; Random oscillations; S-systems; Supply and demand; System marginal price; Commerce; Competition; Costs; Electric power measurement; Regression analysis; Shape memory effect; Time series; Word processing; Electric load forecasting,Conference Paper
"Pingping W., Ruigui Y.",Allocation trules in the EU ETS: Impact on electricity prices and economic efficiency,2009,,"This paper demonstrates that cost-free allocation, commonly called grandfathering, implies an increase in electricity prices even when strong competition prevails on electricity markets. As our estimations for Germany's power sector show, these price increases result in substantial windfall profits, giving rise to public skepticism and calls for an auctioning of certificates in the future. While empirical evidence on the ETS' impacts is scant, the findings reviewed here indicate that even in the absence of certificate auctioning, energy-intensive industry sectors may suffer heavily from the ETS-induced electricity price increases. We argue that an abrupt transition to a complete auctioning system may endanger the competitive position of energy-intensive industries in Europe, unless all other major industrial and transition countries are integrated into a global emissions trading system. ©2009 IEEE.",Auctioning; Cost-free allocation; Emission Trading Scheme (ETS); Grandfathering,Abrupt transition; Competitive position; Economic efficiency; Electricity market; Electricity prices; Emission trading scheme; Emission Trading Scheme (ETS); Empirical evidence; Energy intensive industries; Free allocation; Germany; Global emissions; Power sector; Price increase; Air quality; Civil aviation; Commerce; Gas emissions; Industrial emissions; Profitability; Costs,Conference Paper
"Takeuchi Y., Miyauchi H., Kita T.",Basic studies on chaotic characteristics of electric power market price,2009,,"Recently, deregulation and reform of electric power utilities have been progressing in many parts of the world. In Japan, partial deregulation has been started from generation sector since 1995 and partial deregulation of retail sector is executed through twice law revisions. Through the deregulation, because electric power is traded in the market and its price is always fluctuated, it is important for the electric power business to analyze and predict the price. Although the price data of the electric power market is time series data, it is not always proper to analyze by the linear model such as ARMA because the price sometimes changes suddenly. Therefore, in this paper, we apply the methods of chaotic time series analysis, one of non-linear analysis methods and investigate the chaotic characteristics of the system price of JEPX. © 2009 The Institute of Electrical Engineers of Japan.",Deterministic chaos; Electric power market price; Embedding; Fault neighborhood method; Fractal dimension; Lyapunov exponents,Deterministic chaos; Electric power market price; Embedding; Fault neighborhood method; Lyapunov exponents; Chaotic systems; Commerce; Costs; Differential equations; Electric network analysis; Electric power measurement; Electric power systems; Electricity; Fractal dimension; Lyapunov methods; Partial discharges; Time series; Time series analysis; Deregulation,Article
"Yin K., Gang L.",Model of forecasting system marginal price for power market in southwestern China,2009,,"System marginal price (SMP) is the uniform price that reflects the short-term relationship between demands and supplies in power markets. To forecast SMP accurately, a computational model based on grey theory was proposed. The model can process irregular original data by accumulated generating operation (AGO) and get regular results. According to the regular results, a computational real-time forecasting system can be established. Test and simulation were completed by MATLAB according to the specific data of SMP from California power market. Considering the possible difference between weekend and workdays, two types of data were singled out randomly to calculate. Results show that the model can provide a great deal of flexibility for applications. The forecasting system has been applied in power market in southwestern China and it has been proved that the reliability, accuracy and real-time performance can be used as needed. © 2009 IEEE.",Forecasting; Grey theory; SMP,Accumulated generating operations; California; Computational model; Forecasting system; Grey theory; Power markets; Real time performance; Real-time forecasting; SMP; System marginal price; Term relationship; Uniform price; Commerce; Competition; MATLAB; Shape memory effect; Electric load forecasting,Conference Paper
"Joshi L.P., Shukla S.K.",Electricity prices in day ahead energy markets,2009,,"In deregulated power market, the market clearing price of electricity is the basic information for all market players. Therefore, the market players, i.e., the producers, the traders and the user agencies, need accurate price forecasting tools. This paper deals with a forecasting model based on time series analysis and involves seasonal auto regressive integrated moving average process. This technique is explained and verified for actual electricity price data of a typical power exchange.",Forecasting; Market clearing price; Power exchange,Auto-regressive integrated moving average; Deregulated power markets; Electricity prices; Energy markets; Forecasting models; Market Clearing Price; Market players; ON time; Power exchange; Price forecasting; Series analysis; User agencies; Commerce; Costs; Deregulation; Time series; Time series analysis; Electric load forecasting; deregulation; electricity generation; energy market; forecasting method; time series analysis,Article
"Swamp K.S., Singhal D.",Forecasting electricity price volatility using artificial neural networks,2009,,"Forecasting electricity price is a challenging task for on-line trading and e-commerce. Forecasting the hourly market clearing prices (MCP) in daily power markets is the most essential task and basis for any decision making in order to maximize the benefits. Volatility in electricity price in deregulated open power markets and its forecasting using neural networks is presented. Artificial neural networks are found to be most suitable tool as they can map the complex interdependencies between electricity price, historical load, temperature and other factors. The basic idea behind 'neural network approach' is to use history and other estimated factors in the future to 'fit' and 'extrapolate'the prices and quantities. The structure of the neural network is a three-layer back propagation (BP) network. The price forecasting results using the neural network model show that the price of electricity in the deregulated markets can be forecasted with reasonable accuracy.",Artificial neural networks; Electricity price volatility; Forecasting; Market clearing price (MCP); Open power market; Power trading; Price forecasting,Electricity prices; Market clearing prices; Power markets; Power trading; Price forecasting; Commerce; Deregulation; Electricity; Forecasting; Neural networks; Costs,Article
"J́onsson T., Pinson P., Madsen H.",The effect ofwind power forecasts on electricity prices in Denmark,2008,,"For participants in deregulated energy markets as Nord Pool and EEX, forecasting of the electricity prices can be just as important as load and production forecasts when it comes to controlling production and consumption. Furthermore, price forecasts are paramount when it comes to designing bidding strategies. It is a known fact that electricity prices on the Nord Pool spot market are, in the long run, mainly influenced by the level of water in the reservoirs of the Norwegian and Swedish hydropower plants. However, changes in the water level happen slowly and are therefore not a matter of great relevance when 1 to 36 hour forecasts are made for the prices on Nord Pool spot market. In this paper, the effects of forecasted wind power production on the spot prices in Nord Pool's Western Danish price area (DK-1) are investigated. Moreover, ways of including the forecasted wind power production in a model for the spot price in DK-1 are explored. It turns out that forecasted wind power production has substantial effects on the spot price and even more effects can be found with small modifications. By using conditional parametric models and by converting the forecasted production into a forecasted penetration, a very satisfying degree of explanation can be achieved in forecasting models for the spot prices in DK-1. Given the result of this paper, it is very likely that the same approach to use wind power predictions, will give good results when forecasting the prices on other electricity pools. It is expected that the approach will be highly beneficial both for pools where wind power penetration is relatively high, and for markets with other characteristics, such as regulation markets.",Electricity spot prices; Forecasting; Statistical modeling; Wind power,Bidding strategy; Denmark; Deregulated energy market; Electricity pool; Electricity prices; Electricity spot price; Forecasting models; Hydropower plants; Parametric models; Power forecast; Price forecasts; Production forecasts; Regulation markets; Spot market; Spot price; Statistical modeling; Wind power penetration; Wind power predictions; Wind power production; Commerce; Costs; Electricity; Exhibitions; Forecasting; Lakes; Reservoirs (water); Water levels; Weather forecasting; Wind power; Electric load forecasting,Conference Paper
"Yamashita D., Mohd Isa A., Yokoyama R., Niimura T.",Forecasting of electricity price and demand using auto-regressive neural networks,2008,,"This paper proposes a forecasting technique of electricity demand and price with volatility based on neural networks. Recent deregulation and liberalization are worldwide currents in the electric industry. The price competition was introduced in a spot market, and the price volatility is concerned because the demand side is non-elastic, and electricity differs from other general commodities. The authors firstly predict an uncertain electric power demand by using the auto-regressive model of the neural networks. The neural network is a popular feed-forward three-layer model, and the input variables of the neural networks include the historical demand, temperature, weather-related discomfort index, and the day of the week. Secondly, by using the demand forecasted and the past prices, we apply the technique for forecasting the electricity price of the next day. The utility of the proposed technique was verified by using real data of the electric power wholesale spot market. Copyright © 2007 International Federation of Automatic Control All Rights Reserved.",Analysis and control in deregulated power systems; Artifical intelligence; Load forecast,A-spots; Analysis and control in deregulated power systems; Artifical intelligence; Auto regressive models; Auto-regressive; Demand-side; Electric power; Electric power demands; Electricity demands; Electricity prices; Feed-Forward; Forecasting techniques; Input variables; Load forecast; Price competition; Price volatility; Spot market; Three-layer models; Competition; Costs; Deregulation; Electric industry; Electric power measurement; Electric power transmission networks; Neural networks; Power transmission; Signal encoding; Technological forecasting; Electric load forecasting,Conference Paper
"Zhu J.-R., Wang X.-F., Liu J.-Y.",Least squares support vector machine model optimized by particle swarm optimization for electricity price forecasting,2008,,"The parameters of least squares support vector machine (LS-SVM) are optimized by using particle swarm optimization (PSO) algorithm, and a new model of electricity price forecasting is presented. In the proposed model, LS-SVM that has well generalization performance and quick operation ability is used for modeling for time series electricity price data. In order to avoid blindness and inaccuracy in the choice of the parameters of the LS-SVM, the k-fold cross-validation error is selected as the target value on which the parameters are chose based, and particle swarm optimization algorithm that has global optimization capability is used for choosing the parameters of the support vector machine. The historical data from PJM market is used in the case study to forecast the day-ahead system marginal price. The simulation research results show that the PSO algorithm can tune the parameters of the LS-SVM and the proposed model can improve the precision of electricity price forecasting effectively.",Electricity price; Forecasting method; Least squares support vector machine; Particle swarm optimization; Power market,Costs; Curve fitting; Electric load forecasting; Electricity; Evolutionary algorithms; Forecasting; Global optimization; Image retrieval; Least squares approximations; Marketing; Optimization; Research aircraft; Support vector machines; Time series; Vectors; Electricity price; Forecasting method; Least squares support vector machine; Particle swarm optimization; Power market; Particle swarm optimization (PSO),Article
