Elspot Prices in EUR/MWh,,,,,,,,,,,,,,,,,,
Data was last updated 31-12-2019,,,,,,,,,,,,,,,,,,
,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT
13-07-2018,02 - 03,49.84,49.84,49.84,49.84,49.84,49.84,49.84,49.84,49.84,49.84,49.84,49.84,49.84,49.84,49.84,49.84,49.84
13-07-2018,03 - 04,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07,49.07
13-07-2018,04 - 05,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43,48.43
13-07-2018,05 - 06,49.92,49.92,49.92,49.92,49.92,49.92,47.32,49.92,49.92,49.92,49.92,49.92,49.92,49.92,49.92,49.92,49.92
13-07-2018,06 - 07,52.35,52.44,52.44,52.44,52.44,52.44,51.79,52.44,52.44,52.44,52.44,52.44,52.44,51.57,52.44,52.44,52.44
13-07-2018,07 - 08,54.55,55.16,55.16,55.16,56.11,57.05,57.69,57.04,55.16,54.43,54.43,55.16,55.16,52.21,57.05,57.05,57.05
13-07-2018,08 - 09,55.21,57.98,57.98,57.98,57.98,63.05,57.98,57.98,57.98,54.46,54.46,56.49,56.49,52.51,63.05,63.05,63.05
13-07-2018,09 - 10,55.07,56.53,56.53,56.53,56.53,65.56,56.53,56.53,56.53,54.47,54.47,56.53,56.53,52.6,65.56,65.56,65.56
13-07-2018,10 - 11,54.57,55,55,55,55,63.07,55,55,55,54.26,54.26,55,55,52.71,63.07,63.07,63.07
13-07-2018,11 - 12,54.45,54.21,54.21,54.21,54.21,63.09,54.21,54.21,54.21,54.21,54.21,54.21,54.21,52.7,63.09,63.09,63.09
13-07-2018,12 - 13,54.31,54.21,54.21,54.21,54.21,63.03,54.11,54.21,54.21,54.11,54.11,54.21,54.21,52.68,63.03,63.03,63.03
13-07-2018,13 - 14,54.21,54.1,54.1,54.1,54.1,61.97,54.05,54.1,54.1,54.05,54.05,54.1,54.1,52.68,61.97,61.97,61.97
13-07-2018,14 - 15,53.94,54.06,54.06,54.06,54.06,59.25,53.41,54.06,54.06,53.41,53.41,54.06,54.06,52.68,59.25,59.25,59.25
13-07-2018,15 - 16,53.52,53.6,53.6,53.6,53.6,57.36,53.17,53.6,53.6,53.17,53.17,53.6,53.6,52.61,57.36,57.36,57.36
13-07-2018,16 - 17,52.97,52.8,52.8,52.8,52.8,54.94,52.69,52.8,52.8,52.8,52.8,52.8,52.8,52.8,54.94,54.94,54.94
13-07-2018,17 - 18,53.92,53.93,53.93,53.93,53.93,54.69,52.63,53.93,53.93,53.93,53.93,53.93,53.93,53.93,54.69,54.69,54.69
13-07-2018,18 - 19,54.42,55.71,55.71,55.71,55.71,56.26,55.85,55.71,55.71,54.06,54.06,55.43,55.43,54.71,56.26,56.26,56.26
13-07-2018,19 - 20,54.65,56.57,56.57,56.57,56.57,56.57,57.84,57.84,56.57,54.05,54.05,55.57,55.57,54.71,56.57,56.57,56.57
13-07-2018,20 - 21,54.38,55.02,55.02,55.02,55.02,55.02,55.02,55.02,55.02,54.21,54.21,55.02,55.02,54.59,55.02,55.02,55.02
13-07-2018,21 - 22,54.2,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.4,54.13,54.13,54.4,54.4,54.4,54.4,54.4,54.4
13-07-2018,22 - 23,54.35,54.34,54.34,54.34,54.34,54.34,54.47,54.47,54.34,54.34,54.34,54.34,54.34,54.34,54.34,54.34,54.34
13-07-2018,23 - 00,51.94,51.92,51.92,51.92,51.92,51.92,51.79,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92,51.92
14-07-2018,00 - 01,52.17,52.17,52.17,52.17,52.17,52.17,52.05,52.05,52.17,52.17,52.17,52.17,52.17,52.17,52.17,52.17,52.17
14-07-2018,01 - 02,50.74,50.77,50.77,50.77,50.77,50.77,50,50,50.77,50.77,50.77,50.77,50.77,50.77,50.77,50.77,50.77
14-07-2018,02 - 03,49.78,49.78,49.78,49.78,49.78,49.78,48.19,48.19,49.78,49.78,49.78,49.78,49.78,49.78,49.78,49.78,49.78
14-07-2018,03 - 04,48.85,48.91,48.91,48.91,48.91,48.91,45.3,45.3,48.91,48.91,48.91,48.91,48.91,48.91,48.91,48.91,48.91
14-07-2018,04 - 05,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2,47.2
14-07-2018,05 - 06,48.23,48.23,48.23,48.23,48.23,48.23,48.23,48.23,48.23,48.23,48.23,48.23,48.23,48.23,48.23,48.23,48.23
14-07-2018,06 - 07,49.66,49.66,49.66,49.66,49.66,49.66,43.06,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66,49.66
14-07-2018,07 - 08,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37,50.37
14-07-2018,08 - 09,52.51,52.51,52.51,52.51,52.51,52.51,52.51,52.51,52.51,52.51,52.51,52.51,52.51,52.51,52.51,52.51,52.51
14-07-2018,09 - 10,52.71,52.71,52.71,52.71,52.71,52.71,52.71,52.71,52.71,52.71,52.71,52.71,52.71,52.71,52.71,52.71,52.71
14-07-2018,10 - 11,52.66,52.66,52.66,52.66,52.66,52.66,52.66,52.66,52.66,52.66,52.66,52.66,52.66,52.66,52.66,52.66,52.66
14-07-2018,11 - 12,52.63,52.63,52.63,52.63,52.63,52.63,52.63,52.63,52.63,52.63,52.63,52.63,52.63,52.63,52.63,52.63,52.63
14-07-2018,12 - 13,52.04,52.04,52.04,52.04,52.04,52.04,52.04,52.04,52.04,52.04,52.04,52.04,52.04,52.04,52.04,52.04,52.04
14-07-2018,13 - 14,51.67,51.67,51.67,51.67,51.67,51.67,51.67,51.67,51.67,51.67,51.67,51.67,51.67,51.67,51.67,51.67,51.67
14-07-2018,14 - 15,51.38,51.38,51.38,51.38,51.38,51.38,51.38,51.38,51.38,51.38,51.38,51.38,51.38,51.38,51.38,51.38,51.38
14-07-2018,15 - 16,51.08,51.08,51.08,51.08,51.08,51.08,51.08,51.08,51.08,51.08,51.08,51.08,51.08,51.08,51.08,51.08,51.08
14-07-2018,16 - 17,51.2,51.2,51.2,51.2,51.2,51.2,41.6,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2,51.2
14-07-2018,17 - 18,51.69,51.69,51.69,51.69,51.69,51.69,48.72,51.69,51.69,51.69,51.69,51.69,51.69,51.69,51.69,51.69,51.69
14-07-2018,18 - 19,53.38,53.45,53.45,53.45,53.45,53.45,53.02,53.45,53.45,53.45,53.45,53.45,53.45,52.73,53.45,53.45,53.45
14-07-2018,19 - 20,54.27,54.32,54.32,54.32,54.32,54.32,54.76,54.33,54.32,54.32,54.32,54.32,54.32,52.75,54.32,54.32,54.32
14-07-2018,20 - 21,54.48,55,55,55,55,55,55.82,55.82,55,54.47,54.47,55,55,52.71,55,55,55
14-07-2018,21 - 22,54.16,54.22,54.22,54.22,54.22,54.22,54.22,54.22,54.22,54.22,54.22,54.22,54.22,52.69,54.22,54.22,54.22
14-07-2018,22 - 23,54.46,55.01,55.01,55.01,55.01,55.01,55.01,55.01,55.01,54.44,54.44,55.01,55.01,52.69,55.01,55.01,55.01
14-07-2018,23 - 00,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4,52.4
15-07-2018,00 - 01,50.93,51.05,51.05,51.05,51.05,51.05,49.82,51.05,51.05,51.05,51.05,51.05,51.05,51.05,51.05,51.05,51.05
15-07-2018,01 - 02,49.04,49.22,49.22,49.22,49.22,49.22,47.64,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22,49.22
15-07-2018,02 - 03,48.07,48.03,48.03,48.03,48.03,48.03,45.01,48.03,48.9,48.9,48.9,48.03,48.03,48.03,48.03,48.03,48.03
15-07-2018,03 - 04,47.92,46.85,46.85,46.85,46.85,46.85,42.41,42.41,48.91,48.91,48.91,46.85,46.85,46.85,46.85,46.85,46.85
15-07-2018,04 - 05,47.01,46.05,46.05,46.05,46.05,46.05,42.29,42.29,48.82,48.82,48.82,46.05,46.05,46.05,46.05,46.05,46.05
15-07-2018,05 - 06,48.02,48.02,48.02,48.02,48.02,48.02,42.4,42.4,48.79,48.79,48.79,48.02,48.02,48.02,48.02,48.02,48.02
15-07-2018,06 - 07,48.91,48.93,48.93,48.93,48.93,48.93,41.49,48.93,48.93,48.93,48.93,48.93,48.93,48.93,48.93,48.93,48.93
15-07-2018,07 - 08,49.78,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73,49.73
15-07-2018,08 - 09,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85,50.85
15-07-2018,09 - 10,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62,51.62
15-07-2018,10 - 11,52.34,52.34,52.34,52.34,52.34,52.34,52.34,52.34,52.34,52.34,52.34,52.34,52.34,52.34,52.34,52.34,52.34
15-07-2018,11 - 12,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37
15-07-2018,12 - 13,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37,52.37
15-07-2018,13 - 14,51.94,51.94,51.94,51.94,51.94,51.94,51.94,51.94,51.94,51.94,51.94,51.94,51.94,51.94,51.94,51.94,51.94
15-07-2018,14 - 15,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81,51.81
15-07-2018,15 - 16,51.65,51.65,51.65,51.65,51.65,51.65,51.65,51.65,51.65,51.65,51.65,51.65,51.65,51.65,51.65,51.65,51.65
15-07-2018,16 - 17,52.03,52.03,52.03,52.03,52.03,52.03,52.03,52.03,52.03,52.03,52.03,52.03,52.03,52.03,52.03,52.03,52.03
15-07-2018,17 - 18,52.47,52.47,52.47,52.47,52.47,52.47,52.47,52.47,52.47,52.47,52.47,52.47,52.47,52.47,52.47,52.47,52.47
15-07-2018,18 - 19,53.03,53.1,53.1,53.1,53.1,53.1,51.72,53.1,53.1,53.1,53.1,53.1,53.1,52.86,53.1,53.1,53.1
15-07-2018,19 - 20,54.2,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25,54.25,52.87,54.25,54.25,54.25
15-07-2018,20 - 21,54.54,54.61,54.61,54.61,54.61,54.61,55.78,55.78,54.61,54.61,54.61,54.61,54.61,52.87,54.61,54.61,54.61
15-07-2018,21 - 22,54.8,54.87,54.87,54.87,54.87,54.87,55.9,55.9,54.87,54.87,54.87,54.87,54.87,52.84,54.87,54.87,54.87
15-07-2018,22 - 23,54.99,55.03,55.03,55.03,55.03,55.03,56.39,56.39,55.03,55.03,55.03,55.03,55.03,52.78,55.03,55.03,55.03
15-07-2018,23 - 00,53.18,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,53.26,52.73,53.26,53.26,53.26
16-07-2018,00 - 01,51.08,51.11,51.11,51.11,51.11,51.11,50.58,51.11,51.11,51.11,51.11,51.11,51.11,51.11,51.11,51.11,51.11
16-07-2018,01 - 02,48.86,49.01,49.01,49.01,49.01,49.01,43.85,49.01,49.01,49.01,49.01,49.01,49.01,49.01,49.01,49.01,49.01
16-07-2018,02 - 03,47.88,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9
16-07-2018,03 - 04,47.63,47.72,47.72,47.72,47.72,47.72,47.72,47.72,47.72,47.72,47.72,47.72,47.72,47.72,47.72,47.72,47.72
16-07-2018,04 - 05,47.51,47.54,47.54,47.54,47.54,47.54,47.54,47.54,47.54,47.54,47.54,47.54,47.54,47.54,47.54,47.54,47.54
16-07-2018,05 - 06,49.8,49.86,49.86,49.86,49.86,49.86,46.19,49.86,49.86,49.86,49.86,49.86,49.86,49.86,49.86,49.86,49.86
16-07-2018,06 - 07,53.07,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05,53.05
16-07-2018,07 - 08,54.88,55.86,55.86,55.86,56.42,56.42,58.09,58.09,55.86,54.61,54.61,54.61,54.61,54.61,56.42,56.42,56.42
16-07-2018,08 - 09,55.46,57.97,57.97,57.97,57.97,59.37,59.4,59.4,57.97,54.64,54.64,54.73,54.73,54.73,59.37,59.37,59.37
16-07-2018,09 - 10,55.61,58.75,58.75,58.75,58.75,61.93,58.87,58.87,58.75,54.65,54.65,55.4,55.4,52.87,61.93,61.93,61.93
16-07-2018,10 - 11,55.42,57.43,57.43,57.43,57.43,62.72,57.43,57.43,57.43,54.62,54.62,55.21,55.21,52.89,62.72,62.72,62.72
16-07-2018,11 - 12,55.4,57.74,57.74,57.74,57.74,62.6,57.74,57.74,57.74,54.6,54.6,55.13,55.13,52.89,62.6,62.6,62.6
16-07-2018,12 - 13,55.03,56.11,56.11,56.11,56.11,63.56,56.11,56.11,56.11,54.44,54.44,55.14,55.14,53.11,63.56,63.56,63.56
16-07-2018,13 - 14,54.76,54.94,54.94,54.94,54.94,61.97,54.94,54.94,54.94,54.55,54.55,54.94,54.94,52.96,61.97,61.97,61.97
16-07-2018,14 - 15,54.6,55.46,55.46,55.46,55.46,60.19,55.46,55.46,55.46,54.33,54.33,55.36,55.36,52.82,60.19,60.19,60.19
16-07-2018,15 - 16,54.54,55.41,55.41,55.41,55.41,58.92,55.41,55.41,55.41,54.3,54.3,55.3,55.3,52.81,58.92,58.92,58.92
16-07-2018,16 - 17,54.61,55.91,55.91,55.91,55.91,57.93,55.91,55.91,55.91,54.29,54.29,55.82,55.82,52.77,57.93,58.01,58.01
16-07-2018,17 - 18,55.06,57.36,57.36,57.36,57.36,57.36,57.36,57.36,57.36,54.53,54.53,55.67,55.67,52.73,57.36,57.36,57.36
16-07-2018,18 - 19,55.05,57.92,57.92,57.92,57.92,57.92,59.34,59.34,57.92,54.55,54.55,55.56,55.56,52.77,57.92,57.92,57.92
16-07-2018,19 - 20,54.98,57.96,57.96,57.96,58.3,57.96,62.82,62.82,57.96,54.36,54.36,55.77,55.77,52.78,57.96,58.3,58.3
16-07-2018,20 - 21,54.68,55.96,55.96,55.96,57.8,55.96,59.22,59.22,55.96,54.44,54.44,55.96,55.96,52.79,55.96,57.8,57.8
16-07-2018,21 - 22,54.57,55.55,55.55,55.55,55.55,55.55,56.92,56.92,55.55,54.48,54.48,55.53,55.53,52.78,55.55,55.55,55.55
16-07-2018,22 - 23,54.34,54.49,54.49,54.49,54.49,54.49,57.08,57.08,54.49,54.49,54.49,54.49,54.49,52.72,54.49,54.49,54.49
16-07-2018,23 - 00,51.73,51.84,51.84,51.84,51.84,51.84,51.84,51.84,51.84,51.84,51.84,51.84,51.84,51.84,51.84,51.84,51.84
17-07-2018,00 - 01,50.52,50.27,50.27,50.27,50.27,50.27,46.52,50.27,50.72,50.72,50.72,50.27,50.27,50.27,50.27,50.27,50.27
17-07-2018,01 - 02,49.1,49.1,49.1,49.1,49.1,49.1,44.44,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.1,49.1
17-07-2018,02 - 03,48.03,48.03,48.03,48.03,48.03,48.03,48.03,48.03,48.03,48.03,48.03,48.03,48.03,48.03,48.03,48.03,48.03
17-07-2018,03 - 04,47.77,47.77,47.77,47.77,47.77,47.77,47.77,47.77,47.77,47.77,47.77,47.77,47.77,47.77,47.77,47.77,47.77
17-07-2018,04 - 05,45.09,45.05,45.05,45.05,45.05,45.05,45.05,45.05,46.36,46.36,46.36,45.05,45.05,45.05,45.05,45.05,45.05
17-07-2018,05 - 06,48.73,48.27,48.27,48.27,48.27,48.27,46.08,48.27,48.81,48.81,48.81,48.27,48.27,48.27,48.27,48.27,48.27
17-07-2018,06 - 07,52.42,52.43,52.43,52.43,52.43,52.43,52.2,52.43,52.43,52.43,52.43,52.43,52.43,52.43,52.43,52.43,52.43
17-07-2018,07 - 08,54.44,56.07,56.07,56.07,56.07,56.07,57.96,57.73,56.07,54.21,54.21,54.21,54.21,52.77,56.07,56.07,56.07
17-07-2018,08 - 09,54.92,58.91,58.91,58.91,58.91,58.91,59.44,59.44,58.91,54.4,54.4,54.4,54.4,52.74,58.91,58.91,58.91
17-07-2018,09 - 10,54.94,57.97,57.97,57.97,57.97,59.19,57.97,57.97,57.97,54.41,54.41,54.68,54.68,52.79,59.19,59.19,59.19
17-07-2018,10 - 11,54.62,56.05,56.05,56.05,56.05,59.97,56.05,56.05,56.05,54.26,54.26,54.77,54.77,52.82,59.97,59.97,59.97
17-07-2018,11 - 12,54.59,56,56,56,56,60.59,56,56,56,54.21,54.21,54.71,54.71,52.93,60.59,60.59,60.59
17-07-2018,12 - 13,54.07,53.98,53.98,53.98,53.98,61.7,53.98,53.98,53.98,53.98,53.98,53.98,53.98,52.84,61.7,61.7,61.7
17-07-2018,13 - 14,53.89,53.67,53.67,53.67,53.67,62,53.67,53.67,53.67,53.67,53.67,53.67,53.67,52.79,62,62,62
17-07-2018,14 - 15,53.71,53.63,53.63,53.63,53.63,58.98,53.63,53.63,53.63,53.63,53.63,53.63,53.63,52.83,58.98,58.98,58.98
17-07-2018,15 - 16,53.83,53.77,53.77,53.77,53.77,57.11,53.77,53.77,53.77,53.77,53.77,53.77,53.77,52.83,57.11,57.11,57.11
17-07-2018,16 - 17,53.63,53.67,53.67,53.67,53.67,53.86,53.67,53.67,53.67,53.67,53.67,53.67,53.67,52.83,53.86,53.86,53.86
17-07-2018,17 - 18,53.87,53.92,53.92,53.92,53.92,53.92,53.76,53.92,53.92,53.92,53.92,53.92,53.92,52.82,53.92,53.92,53.92
17-07-2018,18 - 19,54.53,56.18,56.18,56.18,56.18,56.18,56.18,56.18,56.18,54.31,54.31,54.31,54.31,52.81,56.18,56.18,56.18
17-07-2018,19 - 20,54.59,57.57,57.57,57.57,57.57,57.57,58.56,58.56,57.57,54.21,54.21,54.43,54.43,52.81,57.57,57.57,57.57
17-07-2018,20 - 21,54.37,55.57,55.57,55.57,55.57,55.57,56.94,56.94,55.57,54.21,54.21,54.68,54.68,52.82,55.57,55.57,55.57
17-07-2018,21 - 22,53.84,53.88,53.88,53.88,53.88,53.88,55.21,55.21,53.88,53.88,53.88,53.88,53.88,52.85,53.88,53.88,53.88
17-07-2018,22 - 23,53.36,53.41,53.41,53.41,53.41,53.41,54.44,54.44,53.41,53.41,53.41,53.41,53.41,52.75,53.41,53.41,53.41
17-07-2018,23 - 00,51.33,51.32,51.32,51.32,51.32,51.32,51.32,51.32,51.32,51.32,51.32,51.32,51.32,51.32,51.32,51.32,51.32
18-07-2018,00 - 01,50.46,49.88,49.88,49.88,49.88,49.88,44.04,44.04,51.23,51.23,51.23,49.88,49.88,49.88,49.88,49.88,49.88
18-07-2018,01 - 02,48.99,48.06,48.06,48.06,48.06,48.06,42.23,42.23,49.11,49.11,49.11,49.11,49.11,49.11,48.06,48.06,48.06
18-07-2018,02 - 03,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9,47.9
18-07-2018,03 - 04,46.28,46.28,46.28,46.28,46.28,46.28,46.28,46.28,46.28,46.28,46.28,46.28,46.28,46.28,46.28,46.28,46.28
18-07-2018,04 - 05,43,42.06,42.06,42.06,42.06,42.06,42.06,42.06,43.56,43.56,43.56,43.72,43.72,43.72,42.06,42.06,42.06
18-07-2018,05 - 06,47.88,47.88,47.88,47.88,47.88,47.88,47.88,47.88,47.88,47.88,47.88,47.88,47.88,47.88,47.88,47.88,47.88
18-07-2018,06 - 07,50.18,50.14,50.14,50.14,50.14,50.14,49.64,50.14,50.14,50.14,50.14,50.14,50.14,50.14,50.14,50.14,50.14
18-07-2018,07 - 08,53.51,53.47,53.47,53.47,53.47,53.47,53.68,53.47,53.47,53.47,53.47,53.47,53.47,53.01,53.47,53.47,53.47
18-07-2018,08 - 09,54.26,55.63,55.63,55.63,55.63,55.63,55.93,55.93,55.63,54.14,54.14,54.14,54.14,52.7,55.63,56.08,56.08
18-07-2018,09 - 10,54.09,54.12,54.12,54.12,54.12,54.12,54.12,54.12,54.12,54.12,54.12,54.12,54.12,52.72,54.12,56.92,56.92
18-07-2018,10 - 11,53.76,53.68,53.68,53.68,53.68,56.11,53.68,53.68,53.68,53.68,53.68,53.68,53.68,52.89,56.11,57.48,57.48
18-07-2018,11 - 12,53.77,53.69,53.69,53.69,53.69,56.08,53.69,53.69,53.69,53.69,53.69,53.69,53.69,52.89,56.08,57.62,57.62
18-07-2018,12 - 13,53.59,53.59,53.59,53.59,53.59,55.33,53.59,53.59,53.59,53.59,53.59,53.59,53.59,52.73,55.33,60.88,60.88
18-07-2018,13 - 14,53.54,53.62,53.62,53.62,53.62,53.62,53.62,53.62,53.62,53.62,53.62,53.62,53.62,52.69,53.62,62.05,62.05
18-07-2018,14 - 15,53.38,53.43,53.43,53.43,53.43,53.52,53.43,53.43,53.43,53.43,53.43,53.43,53.43,52.77,53.52,57.55,57.55
18-07-2018,15 - 16,53.34,53.37,53.37,53.37,53.37,53.37,53.37,53.37,53.37,53.37,53.37,53.37,53.37,52.8,53.37,56.88,56.88
18-07-2018,16 - 17,53.06,53.23,53.23,53.23,53.23,53.23,48.49,53.23,53.23,53.23,53.23,53.23,53.23,52.8,53.23,53.23,53.23
18-07-2018,17 - 18,53.61,53.68,53.68,53.68,53.68,53.68,53.68,53.68,53.68,53.68,53.68,53.68,53.68,52.72,53.68,53.68,53.68
18-07-2018,18 - 19,54.07,54.18,54.18,54.18,54.18,54.18,55.26,55.26,54.18,54.18,54.18,54.18,54.18,52.73,54.18,56.06,56.06
18-07-2018,19 - 20,54.1,54.31,54.31,54.31,56.58,54.31,57.97,57.97,54.31,54.2,54.2,54.2,54.2,52.61,54.31,56.85,56.85
18-07-2018,20 - 21,54.05,54.1,54.1,54.1,55.51,54.1,56.87,56.87,54.1,54.1,54.1,54.1,54.1,52.74,54.1,55.51,55.51
18-07-2018,21 - 22,53.65,53.72,53.72,53.72,53.72,53.72,55.14,55.14,53.72,53.72,53.72,53.72,53.72,52.75,53.72,53.72,53.72
18-07-2018,22 - 23,52.72,52.73,52.73,52.73,52.73,52.73,54.03,54.03,52.73,52.73,52.73,52.73,52.73,52.68,52.73,52.73,52.73
18-07-2018,23 - 00,50.51,49.88,49.88,49.88,49.88,49.88,49.88,49.88,51.18,51.18,51.18,49.88,49.88,49.88,49.88,49.88,49.88
19-07-2018,00 - 01,50.25,50.25,50.25,50.25,50.25,50.25,43.08,43.08,50.33,50.33,50.33,50.25,50.25,50.25,50.25,50.25,50.25
19-07-2018,01 - 02,49.05,49.05,49.05,49.05,49.05,49.05,42.6,42.6,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05,49.05
19-07-2018,02 - 03,47.47,47.47,47.47,47.47,47.47,47.47,41.7,41.7,47.47,47.47,47.47,47.47,47.47,47.47,47.47,47.47,47.47
19-07-2018,03 - 04,42.63,42.03,42.03,42.03,42.03,42.03,41.7,41.7,44.24,44.24,44.24,44.24,44.24,44.24,42.03,42.03,42.03
19-07-2018,04 - 05,42.04,41.39,41.39,41.39,41.39,41.39,41.39,41.39,42.78,42.78,42.78,42.78,42.78,42.78,41.39,41.39,41.39
19-07-2018,05 - 06,47.76,46.21,46.21,46.21,46.21,46.21,43.05,43.05,47.84,47.84,47.84,47.84,47.84,47.84,46.21,46.21,46.21
19-07-2018,06 - 07,51.05,51.05,51.05,51.05,51.05,51.05,51.05,51.05,51.05,51.05,51.05,51.05,51.05,51.05,51.05,51.05,51.05
19-07-2018,07 - 08,53.99,54.09,54.09,54.09,54.09,54.09,56.32,56.32,54.09,53.97,53.97,54.09,54.09,53.11,54.09,54.09,54.09
19-07-2018,08 - 09,54.47,56.59,56.59,56.59,56.59,56.96,57.98,57.98,56.59,54.15,54.15,54.31,54.31,52.98,56.96,56.96,56.96
19-07-2018,09 - 10,54.48,55.95,55.95,55.95,55.95,57.01,55.95,55.95,55.95,54.16,54.16,54.55,54.55,53.31,57.01,57.01,57.01
19-07-2018,10 - 11,54.12,54.08,54.08,54.08,54.08,58.03,54.08,54.08,54.08,54.01,54.01,54.08,54.08,53.34,58.03,58.03,58.03
19-07-2018,11 - 12,53.83,54.04,54.04,54.04,54.04,58.29,53.03,54.04,54.04,53.57,53.57,54.04,54.04,53.31,58.29,58.29,58.29
19-07-2018,12 - 13,53.64,53.89,53.89,53.89,53.89,62.12,53.24,53.89,53.89,53.24,53.24,53.89,53.89,53.27,62.12,62.68,62.68
19-07-2018,13 - 14,53.19,52.99,52.99,52.99,52.99,60.69,52.99,52.99,52.99,52.99,52.99,52.99,52.99,52.86,60.69,62.62,62.62
19-07-2018,14 - 15,53.23,53.01,53.01,53.01,53.01,58.08,53.01,53.01,53.01,53.01,53.01,53.01,53.01,52.88,58.08,58.08,58.08
19-07-2018,15 - 16,53.55,53.8,53.8,53.8,53.8,57.07,52.51,53.8,53.8,53.32,53.32,53.8,53.8,53.1,57.07,57.07,57.07
19-07-2018,16 - 17,53.67,53.63,53.63,53.63,53.63,56.84,52.73,53.63,53.63,53.63,53.63,53.63,53.63,53.09,56.84,56.84,56.84
19-07-2018,17 - 18,54.26,55.26,55.26,55.26,55.26,56.24,55.26,55.26,55.26,54.15,54.15,54.39,54.39,53.06,56.24,56.24,56.24
19-07-2018,18 - 19,54.8,56.6,56.6,56.6,56.6,57.1,57.99,57.99,56.6,54.43,54.43,54.43,54.43,53.29,57.1,57.1,57.1
19-07-2018,19 - 20,55.56,57.96,57.96,57.96,57.96,57.96,59.38,59.38,57.96,54.49,54.49,54.49,54.49,53.33,57.96,57.96,57.96
19-07-2018,20 - 21,55.05,56.57,56.57,56.57,56.57,56.57,58.47,58.47,56.57,54.68,54.68,54.68,54.68,53.39,56.57,56.57,56.57
19-07-2018,21 - 22,54.84,55.05,55.05,55.05,55.05,55.05,57.53,57.53,55.05,54.71,54.71,54.71,54.71,53.24,55.05,55.05,55.05
19-07-2018,22 - 23,54.28,54.35,54.35,54.35,54.35,54.35,56.15,56.15,54.35,54.35,54.35,54.35,54.35,53.1,54.35,54.35,54.35
19-07-2018,23 - 00,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9,51.9
20-07-2018,00 - 01,51.48,51.52,51.52,51.52,51.52,51.52,48.82,48.82,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52,51.52
20-07-2018,01 - 02,50.22,50.23,50.23,50.23,50.23,50.23,45.6,45.6,50.23,50.23,50.23,50.23,50.23,50.23,50.23,50.23,50.23
20-07-2018,02 - 03,49.64,49.64,49.64,49.64,49.64,49.64,44.49,44.49,49.64,49.64,49.64,49.64,49.64,49.64,49.64,49.64,49.64
20-07-2018,03 - 04,48.12,48.12,48.12,48.12,48.12,48.12,48.12,48.12,48.12,48.12,48.12,48.12,48.12,48.12,48.12,48.12,48.12
20-07-2018,04 - 05,46.42,46.42,46.42,46.42,46.42,46.42,46.42,46.42,46.42,46.42,46.42,46.42,46.42,46.42,46.42,46.42,46.42
